ensembl_gene_id	miRNA_ID	MI
CCND1	hsa-mir-33b	0.0753645
ECHDC3	hsa-mir-27a	0.0753636
LYPD1	hsa-mir-19b-2	0.0753579
SCN5A	hsa-mir-16-2	0.0753575
MCAM	hsa-mir-3653	0.0753551
CES2	hsa-mir-1537	0.0753548
RNH1	hsa-mir-210	0.0753548
SSC4D	hsa-mir-455	0.0753521
ACVR1	hsa-mir-576	0.0753521
C19orf44	hsa-mir-486-2	0.075351
FGF20	hsa-mir-629	0.0753502
LETM2	hsa-mir-205	0.0753479
TMEM150A	hsa-mir-362	0.0753465
NLRP13	hsa-mir-5691	0.0753444
KLF1	hsa-mir-190b	0.0753434
TRPM3	hsa-mir-625	0.0753422
SOX7	hsa-mir-92b	0.0753401
ZNF182	hsa-mir-548au	0.0753399
RYR2	hsa-mir-205	0.0753389
SMYD2	hsa-mir-6125	0.0753351
FRS3	hsa-mir-194-2	0.0753339
CELSR1	hsa-mir-203a	0.0753336
H3-2	hsa-mir-1270	0.0753303
INCENP	hsa-mir-378c	0.0753298
THTPA	hsa-mir-4772	0.0753282
DEPDC7	hsa-mir-181c	0.0753281
PCED1A	hsa-mir-103a-1	0.0753264
U2AF1L4	hsa-mir-28	0.0753258
TTC12	hsa-mir-200c	0.0753249
MTAP	hsa-mir-3152	0.075323
BTN3A2	hsa-mir-548s	0.0753225
RAP1A	hsa-mir-33b	0.0753217
OR2K2	hsa-mir-101-1	0.0753201
PDZD3	hsa-mir-32	0.0753193
FBXW12	hsa-mir-3616	0.075315
NAV2	hsa-mir-4742	0.0753127
BCAS1	hsa-mir-181a-2	0.0753098
MARCHF2	hsa-mir-1307	0.0753092
PLEKHG1	hsa-mir-5683	0.0753084
BRK1	hsa-mir-6833	0.075307
WDR91	hsa-mir-181a-1	0.0753022
MGAT4B	hsa-mir-3607	0.075302
ATG3	hsa-mir-766	0.0753018
HTR2B	hsa-mir-34c	0.0753014
MAPK4	hsa-mir-4666a	0.0753005
TAX1BP1	hsa-mir-150	0.0753002
CKAP5	hsa-mir-22	0.0752987
NBAS	hsa-let-7g	0.0752974
MYOM3	hsa-mir-6868	0.0752968
TMEM191C	hsa-mir-130b	0.0752964
CAGE1	hsa-mir-1307	0.0752959
MATK	hsa-mir-144	0.0752956
ERLIN2	hsa-mir-505	0.0752937
MS4A3	hsa-mir-24-2	0.0752926
TEX35	hsa-mir-214	0.0752897
SDHC	hsa-mir-3922	0.075288
FAM169A	hsa-mir-30c-2	0.0752851
PIK3C2B	hsa-mir-6882	0.0752849
FURIN	hsa-mir-4745	0.0752845
TDRD9	hsa-mir-3605	0.0752844
RNASET2	hsa-mir-376b	0.0752806
ACOT2	hsa-mir-552	0.0752799
USP7	hsa-mir-484	0.0752785
FBXL20	hsa-mir-4728	0.0752781
RAB9B	hsa-mir-4461	0.075278
ZNF528	hsa-mir-27b	0.0752775
ME1	hsa-mir-106a	0.0752767
ARMC6	hsa-mir-1976	0.0752734
CDRT15	hsa-mir-103a-1	0.0752716
ZNF239	hsa-mir-6728	0.0752701
FAM126B	hsa-let-7f-1	0.0752696
ZBTB11	hsa-mir-9-3	0.0752692
GATA5	hsa-mir-660	0.0752671
RUFY2	hsa-mir-1296	0.0752663
TLR4	hsa-mir-223	0.075265
USP36	hsa-mir-338	0.0752647
ECE2	hsa-mir-3188	0.0752636
LINGO3	hsa-mir-150	0.0752628
HIRA	hsa-mir-6761	0.0752578
C12orf4	hsa-mir-3622a	0.0752557
C7orf31	hsa-mir-4699	0.0752474
SEPTIN6	hsa-mir-3178	0.075246
ZNF512	hsa-mir-4793	0.0752453
MTMR4	hsa-mir-21	0.0752447
NDUFB2	hsa-mir-6894	0.0752443
H4C12	hsa-mir-580	0.0752419
ARNT2	hsa-mir-92b	0.0752388
CATSPER2	hsa-mir-4699	0.0752381
MUTYH	hsa-mir-1226	0.0752318
DNAH1	hsa-mir-10b	0.0752317
VCL	hsa-mir-3117	0.0752316
CCL5	hsa-let-7d	0.075231
DNAH6	hsa-mir-632	0.0752307
FRMPD2	hsa-mir-3140	0.0752298
HMGN5	hsa-mir-3651	0.0752292
SRM	hsa-mir-15b	0.0752262
VMAC	hsa-mir-374b	0.0752261
SPATA5L1	hsa-mir-1266	0.0752261
PTPRN2	hsa-mir-664b	0.0752257
POMK	hsa-mir-107	0.0752246
CPQ	hsa-mir-151a	0.0752243
DNAJC25	hsa-mir-550a-2	0.0752177
LRRC37A3	hsa-mir-186	0.075217
WRNIP1	hsa-mir-1181	0.0752158
RASSF4	hsa-mir-1538	0.0752148
PLSCR1	hsa-mir-29b-2	0.0752143
CENPA	hsa-mir-202	0.075214
MAPRE1	hsa-mir-636	0.075214
PKMYT1	hsa-mir-320d-1	0.0752127
CYP27A1	hsa-mir-6737	0.0752111
NEPRO	hsa-mir-765	0.0752107
SGTB	hsa-mir-92b	0.0752105
PDIA3	hsa-mir-222	0.0752104
S100A1	hsa-mir-450b	0.0752101
ANKRD6	hsa-mir-889	0.0752094
C2orf42	hsa-let-7g	0.0752085
HMOX1	hsa-mir-653	0.0752062
ERCC6L2	hsa-mir-4793	0.075205
PRKCH	hsa-mir-4756	0.0752048
SLC22A14	hsa-mir-5698	0.0752011
MIXL1	hsa-mir-148a	0.0751993
DUS3L	hsa-mir-6892	0.0751985
IGFBP6	hsa-mir-6865	0.0751981
CEBPZ	hsa-mir-6513	0.0751968
RRS1	hsa-mir-1910	0.0751967
CUEDC2	hsa-mir-1307	0.0751963
TRPC3	hsa-mir-874	0.0751957
WDR17	hsa-mir-3622b	0.075188
PSMB6	hsa-let-7i	0.0751878
IL12B	hsa-mir-653	0.0751856
KYAT1	hsa-mir-6892	0.0751835
ARL1	hsa-mir-449b	0.0751823
IPO13	hsa-let-7a-2	0.0751798
ITGAM	hsa-mir-224	0.075179
STAC	hsa-mir-7854	0.0751766
SHISA8	hsa-mir-4443	0.0751746
SMAD9	hsa-mir-6894	0.0751734
GPATCH8	hsa-mir-3605	0.0751726
ILDR1	hsa-mir-493	0.075172
HYI	hsa-mir-135b	0.0751719
TOR2A	hsa-mir-4802	0.0751715
MRPL30	hsa-mir-6892	0.0751684
PLAG1	hsa-mir-4419b	0.0751682
C2CD4D	hsa-mir-31	0.0751679
FAM43B	hsa-mir-452	0.0751679
ZWILCH	hsa-mir-4714	0.0751672
PNPLA7	hsa-mir-411	0.0751661
ZNF641	hsa-mir-4733	0.0751645
HUWE1	hsa-mir-370	0.0751637
YJU2	hsa-mir-4723	0.0751632
FAM89A	hsa-mir-486-2	0.0751625
ZBTB7C	hsa-mir-194-2	0.075162
WRNIP1	hsa-mir-365b	0.0751606
KRT19	hsa-mir-130a	0.0751599
GPATCH2L	hsa-mir-299	0.0751596
GHSR	hsa-mir-3130-2	0.0751591
OXT	hsa-mir-5694	0.075157
TRIM68	hsa-mir-130a	0.0751561
LOXHD1	hsa-let-7d	0.0751552
BTBD19	hsa-mir-656	0.075154
RPL17-C18orf32	hsa-mir-570	0.0751531
FLNC	hsa-mir-660	0.0751521
SLC9B2	hsa-mir-1-1	0.0751518
HAP1	hsa-mir-493	0.0751515
POLR1C	hsa-mir-4420	0.0751509
STX1B	hsa-let-7a-2	0.0751509
PPP1R15A	hsa-mir-214	0.0751473
DR1	hsa-mir-505	0.0751456
FFAR1	hsa-mir-3616	0.0751414
SELENOF	hsa-mir-186	0.0751369
TMPRSS11D	hsa-mir-181d	0.0751363
GPN3	hsa-mir-320d-1	0.0751351
RNF41	hsa-mir-1270	0.0751343
EDAR	hsa-mir-658	0.0751336
VRK2	hsa-mir-27a	0.0751334
RFX1	hsa-mir-765	0.0751324
BDH2	hsa-mir-6780a	0.0751319
MORN5	hsa-mir-503	0.0751316
NHLRC2	hsa-mir-191	0.0751297
ZNF165	hsa-mir-26b	0.075127
CAPN7	hsa-mir-326	0.0751252
POLR3G	hsa-mir-3622a	0.075125
P2RY8	hsa-mir-7-2	0.0751238
THOC6	hsa-mir-410	0.0751229
PANK1	hsa-mir-548s	0.0751218
ZNF131	hsa-mir-4699	0.07512
PRELID3A	hsa-mir-328	0.0751198
SEC61B	hsa-mir-6892	0.0751165
ZNF684	hsa-mir-3152	0.0751162
SMIM23	hsa-mir-4726	0.0751146
IDH3A	hsa-mir-548aw	0.0751139
S100A9	hsa-mir-582	0.0751117
OARD1	hsa-mir-4420	0.0751092
USP31	hsa-mir-34a	0.0751092
ANGPTL3	hsa-mir-580	0.0751075
FAM216A	hsa-mir-4449	0.0751063
TUBG1	hsa-mir-4797	0.0751037
MYH8	hsa-mir-181d	0.0751032
TMEM229B	hsa-mir-5694	0.075103
SRPK1	hsa-mir-126	0.0750976
HECA	hsa-mir-5586	0.0750953
SCNN1G	hsa-mir-664a	0.0750942
TAT	hsa-mir-320d-1	0.0750937
ATP8A2	hsa-mir-148b	0.0750933
THBS4	hsa-mir-4419b	0.0750927
UGCG	hsa-mir-182	0.0750922
INTS2	hsa-mir-181a-1	0.0750915
TTYH2	hsa-mir-3616	0.0750898
RICTOR	hsa-mir-548v	0.0750891
HDAC8	hsa-mir-375	0.0750874
CD48	hsa-mir-4326	0.0750868
TFF1	hsa-let-7a-3	0.0750851
NAA38	hsa-mir-6739	0.075085
RAB3GAP1	hsa-mir-23c	0.0750834
CSRP3	hsa-mir-7110	0.0750823
NACC2	hsa-mir-7-1	0.0750819
ARHGAP23	hsa-mir-641	0.0750803
GSK3A	hsa-mir-6837	0.0750791
MPHOSPH6	hsa-mir-210	0.0750763
ACTR1A	hsa-mir-5690	0.0750728
ADAMTS10	hsa-mir-4784	0.0750724
COL26A1	hsa-mir-4742	0.0750719
TRAPPC2L	hsa-mir-6805	0.075071
CPS1	hsa-mir-181a-1	0.0750696
ZNF654	hsa-mir-1538	0.0750695
HECTD3	hsa-mir-186	0.0750694
ANKRD34B	hsa-mir-132	0.0750678
CHI3L2	hsa-mir-574	0.0750676
VPREB3	hsa-mir-1291	0.0750642
C17orf98	hsa-mir-6728	0.0750628
LIMK2	hsa-mir-3936	0.0750615
FEM1C	hsa-mir-93	0.0750612
CACNA1A	hsa-mir-639	0.07506
PBX3	hsa-mir-1256	0.0750594
AASDH	hsa-mir-6865	0.0750578
FMNL1	hsa-mir-5703	0.0750563
ERH	hsa-mir-345	0.075053
TRIM41	hsa-mir-340	0.0750505
IP6K3	hsa-mir-301b	0.0750497
LLGL2	hsa-mir-4784	0.0750493
PTPRU	hsa-mir-92a-2	0.0750493
NCBP2AS2	hsa-mir-2114	0.0750461
ANKS1A	hsa-mir-188	0.0750455
CDK14	hsa-mir-548q	0.0750454
MEN1	hsa-mir-134	0.0750443
SLC22A17	hsa-mir-182	0.0750427
ACOT8	hsa-mir-615	0.0750424
CREB5	hsa-mir-3191	0.075039
APOLD1	hsa-mir-153-1	0.0750387
LILRA5	hsa-mir-6788	0.0750374
SOCS2	hsa-mir-6777	0.0750361
PIK3R2	hsa-mir-765	0.075036
COX5B	hsa-mir-296	0.075035
CALHM4	hsa-mir-9-1	0.0750346
SMIM29	hsa-mir-561	0.0750337
SLC6A13	hsa-mir-193a	0.0750282
EIF3I	hsa-mir-625	0.0750254
JMJD6	hsa-mir-23c	0.0750249
C19orf67	hsa-mir-1245a	0.0750243
BAP1	hsa-mir-7110	0.075024
KLRC2	hsa-mir-212	0.0750232
CDK19	hsa-mir-550a-3	0.0750225
FIP1L1	hsa-mir-4419b	0.0750204
SLC10A1	hsa-mir-29b-2	0.0750201
RBM48	hsa-mir-25	0.075016
EMD	hsa-mir-3651	0.0750138
JUND	hsa-mir-4662a	0.0750106
ZNF511	hsa-mir-3188	0.0750105
NOP2	hsa-mir-141	0.0750102
MAP1LC3B	hsa-mir-4742	0.0750092
STRAP	hsa-mir-3152	0.0750056
PSMD14	hsa-mir-128-1	0.0750047
RSF1	hsa-mir-6087	0.0749981
ZNF180	hsa-mir-548d-1	0.0749959
NPIPA3	hsa-mir-6871	0.0749952
SHMT1	hsa-mir-106b	0.0749949
RPS3A	hsa-mir-133a-1	0.0749944
ATP5PB	hsa-mir-3942	0.074994
CANT1	hsa-mir-375	0.0749921
GALNT11	hsa-mir-1306	0.0749901
HILPDA	hsa-mir-501	0.0749886
SHROOM3	hsa-mir-135b	0.0749881
CSNK2A3	hsa-mir-542	0.0749873
CLPX	hsa-mir-181a-2	0.0749862
DCAF7	hsa-mir-136	0.0749861
OR6C6	hsa-mir-144	0.0749857
DSCC1	hsa-mir-4725	0.0749835
UFM1	hsa-mir-1249	0.0749817
TLR6	hsa-mir-128-2	0.0749798
ZNF117	hsa-mir-4638	0.0749786
PPP1R14A	hsa-mir-5010	0.0749753
C1orf54	hsa-mir-1237	0.0749751
SCN2B	hsa-mir-939	0.0749734
C1orf131	hsa-mir-2276	0.0749729
ARHGEF12	hsa-mir-299	0.074971
CDH7	hsa-mir-1245a	0.0749683
MPLKIP	hsa-mir-32	0.0749677
TFAP2A	hsa-mir-6514	0.0749672
DCUN1D1	hsa-mir-598	0.0749601
TGIF1	hsa-mir-5698	0.0749552
DCUN1D2	hsa-mir-19b-1	0.074954
LRRC1	hsa-mir-200b	0.0749517
PRR36	hsa-mir-370	0.0749467
KLRC1	hsa-mir-3174	0.074946
SYNPO2	hsa-mir-708	0.0749455
NMD3	hsa-mir-4664	0.0749439
CNPPD1	hsa-mir-374a	0.0749403
CDC42SE2	hsa-mir-193a	0.0749401
GVQW3	hsa-mir-6087	0.0749394
WEE2	hsa-mir-22	0.0749374
PRKAB2	hsa-mir-1266	0.0749341
WNT7B	hsa-mir-210	0.0749322
SHE	hsa-mir-4419b	0.0749302
ATG2B	hsa-mir-629	0.074928
NCSTN	hsa-mir-4784	0.0749279
BPIFB4	hsa-mir-1229	0.0749251
ODAD4	hsa-mir-651	0.0749245
NHLRC3	hsa-mir-581	0.0749241
CHST10	hsa-mir-376b	0.0749239
EVPL	hsa-mir-6506	0.0749236
TDRKH	hsa-mir-6726	0.0749221
FGFR1	hsa-mir-3928	0.0749218
DDX47	hsa-mir-4522	0.0749213
LYRM2	hsa-mir-214	0.0749181
TMEM59	hsa-mir-1266	0.0749171
ZNF648	hsa-mir-30a	0.0749163
RNF103-CHMP3	hsa-mir-6506	0.0749121
CAVIN1	hsa-mir-195	0.0749097
HLA-DMB	hsa-mir-19a	0.074908
GLRX5	hsa-mir-659	0.0749063
CC2D2B	hsa-mir-136	0.074906
PPFIA1	hsa-mir-4444-1	0.0749049
QRFPR	hsa-mir-149	0.0749045
BMPR1A	hsa-let-7d	0.0749041
BFSP2	hsa-mir-193a	0.0749032
C19orf38	hsa-let-7c	0.0749015
CARMIL3	hsa-mir-760	0.0749012
NF2	hsa-mir-574	0.0748987
HSD17B13	hsa-mir-199a-1	0.0748976
ZNF676	hsa-mir-212	0.074897
ARSD	hsa-mir-485	0.074897
ARGLU1	hsa-mir-760	0.0748962
CEBPZOS	hsa-mir-10b	0.074896
HUS1	hsa-mir-92a-1	0.0748954
THAP3	hsa-mir-7705	0.0748931
HMG20B	hsa-mir-1291	0.0748929
ANKRD36	hsa-mir-3616	0.0748898
MAEA	hsa-mir-598	0.0748867
MFHAS1	hsa-mir-3616	0.0748865
STRIP1	hsa-mir-197	0.0748862
RPAP1	hsa-mir-320a	0.0748862
MED25	hsa-mir-125a	0.0748853
IFI27L1	hsa-mir-22	0.0748828
KYAT1	hsa-mir-4651	0.0748824
BUD31	hsa-mir-33a	0.074881
FAM166C	hsa-mir-6798	0.0748808
HES6	hsa-mir-193a	0.0748773
C19orf12	hsa-mir-600	0.0748756
BAIAP3	hsa-mir-6842	0.0748733
ATP6V1D	hsa-mir-940	0.0748709
MMEL1	hsa-mir-744	0.0748707
QRFP	hsa-mir-153-2	0.0748686
TRAPPC13	hsa-mir-193b	0.0748671
ZDHHC9	hsa-mir-16-1	0.0748663
RNASEH1	hsa-mir-320b-2	0.0748636
H4C9	hsa-mir-3074	0.0748607
DCLRE1B	hsa-mir-378a	0.0748594
SPTBN5	hsa-mir-5187	0.074857
SHC1	hsa-mir-9-3	0.0748568
MBOAT7	hsa-mir-125a	0.0748545
ELOVL1	hsa-mir-625	0.0748537
NRXN2	hsa-mir-577	0.0748534
NR1I3	hsa-mir-1228	0.0748532
SCGB2B2	hsa-mir-548f-1	0.0748531
POTEM	hsa-mir-942	0.0748517
ABHD14A	hsa-mir-374a	0.0748503
CHML	hsa-mir-486-2	0.0748459
UNG	hsa-let-7e	0.0748455
TRIM44	hsa-mir-6802	0.0748431
WDR35	hsa-mir-376b	0.0748431
SLAIN2	hsa-mir-6508	0.0748413
FBXW10	hsa-mir-4419b	0.0748403
PBX2	hsa-mir-186	0.0748395
ADAP2	hsa-mir-6892	0.0748383
NUMBL	hsa-mir-365a	0.0748324
OBSL1	hsa-mir-196a-2	0.0748317
UBE2A	hsa-mir-101-2	0.0748317
TALDO1	hsa-mir-330	0.0748305
IFITM3	hsa-mir-210	0.0748268
ITGB4	hsa-mir-582	0.0748259
SLC35C1	hsa-mir-574	0.0748251
NDEL1	hsa-mir-3610	0.074825
NOTCH3	hsa-mir-433	0.0748235
TP53I11	hsa-mir-326	0.074823
RABGAP1L	hsa-mir-103a-1	0.0748222
ENO3	hsa-mir-92b	0.0748189
RORA	hsa-mir-183	0.0748168
RSRC2	hsa-mir-362	0.0748157
LPO	hsa-mir-99b	0.0748142
GP5	hsa-mir-6508	0.0748117
ZBTB6	hsa-mir-1915	0.0748106
PCDH11Y	hsa-mir-128-2	0.0748106
CD200R1	hsa-mir-5698	0.0748098
MCEE	hsa-mir-887	0.0748084
SLC25A30	hsa-mir-193b	0.0748059
ZNF211	hsa-mir-4666a	0.0748052
B9D1	hsa-mir-4444-1	0.0748052
LINGO4	hsa-mir-1292	0.0748047
CCDC148	hsa-mir-598	0.0748031
RPTOR	hsa-mir-3909	0.0748015
HERC3	hsa-mir-15b	0.0747995
MIX23	hsa-mir-144	0.0747992
STON1-GTF2A1L	hsa-mir-24-2	0.074799
RSPH1	hsa-mir-133b	0.0747974
KIR2DL1	hsa-mir-4666a	0.0747965
MMD	hsa-mir-92a-2	0.0747942
BRF2	hsa-mir-3191	0.074794
CLRN3	hsa-mir-4658	0.0747933
JUN	hsa-mir-214	0.0747932
PPIE	hsa-mir-1180	0.0747931
BZW1	hsa-mir-6728	0.0747928
COL1A1	hsa-mir-136	0.0747914
ZNF598	hsa-mir-1226	0.0747895
UFD1	hsa-mir-382	0.0747885
ISM1	hsa-mir-219a-1	0.0747876
SH2B1	hsa-mir-181a-1	0.074786
IL5	hsa-mir-3616	0.0747845
PRRG1	hsa-mir-375	0.0747837
NIPAL1	hsa-mir-221	0.074782
UNK	hsa-mir-103a-1	0.0747816
SPDYE17	hsa-mir-218-1	0.0747815
CGREF1	hsa-mir-3940	0.074779
GINS3	hsa-mir-6780a	0.0747784
MCTS1	hsa-mir-16-2	0.074778
SPTLC1	hsa-mir-26a-1	0.074778
GRN	hsa-mir-323b	0.0747766
PDLIM4	hsa-mir-6516	0.0747765
ZNF484	hsa-mir-7706	0.0747764
MEPCE	hsa-let-7a-1	0.0747751
SERP1	hsa-mir-5586	0.0747739
FZD8	hsa-mir-29a	0.0747734
EIF3J	hsa-mir-1266	0.0747725
LRRC40	hsa-mir-4733	0.074771
LIN52	hsa-mir-26a-1	0.0747705
PPARD	hsa-mir-3913-2	0.0747659
LRP1	hsa-mir-3936	0.074764
SNF8	hsa-mir-6865	0.0747639
MUC19	hsa-mir-374a	0.074763
SIT1	hsa-mir-545	0.0747595
ACP2	hsa-mir-130b	0.0747595
USH1G	hsa-mir-4802	0.0747559
SP4	hsa-mir-1266	0.0747539
RSPO3	hsa-mir-942	0.0747525
GDNF	hsa-mir-639	0.0747496
IFT22	hsa-mir-505	0.0747492
PTK7	hsa-mir-505	0.0747489
GABRA3	hsa-mir-3655	0.0747475
FABP5	hsa-mir-493	0.0747447
PHACTR1	hsa-mir-6087	0.0747402
TCF25	hsa-mir-4742	0.0747383
MCF2L2	hsa-mir-3664	0.0747379
SOX8	hsa-mir-7110	0.0747372
SLC8A3	hsa-mir-1910	0.0747308
KNTC1	hsa-mir-652	0.0747273
GFOD1	hsa-mir-30e	0.074725
EIF4G3	hsa-mir-1-2	0.0747242
THSD4	hsa-mir-338	0.0747238
DHRS7	hsa-mir-6806	0.074722
NSDHL	hsa-mir-505	0.0747201
UBXN7	hsa-mir-199a-2	0.07472
CASP6	hsa-mir-3934	0.0747176
HIKESHI	hsa-mir-424	0.0747156
HIVEP1	hsa-mir-1291	0.0747147
PPP1R16B	hsa-mir-424	0.0747131
CSNK1G1	hsa-mir-1288	0.0747125
APPL2	hsa-mir-7-2	0.0747097
COX7A2	hsa-mir-6805	0.0747096
CEACAM19	hsa-mir-486-1	0.0747091
TUBGCP4	hsa-mir-1287	0.074709
HDAC7	hsa-mir-1343	0.074709
PHYHD1	hsa-mir-6788	0.0747071
RBL1	hsa-mir-509-3	0.0747069
ODF2	hsa-mir-4664	0.074705
UBOX5	hsa-mir-4664	0.0747046
DENND1B	hsa-mir-7-2	0.0747041
LAGE3	hsa-mir-5092	0.074702
CDK12	hsa-mir-376c	0.074702
IL6	hsa-mir-4701	0.0747019
OPN3	hsa-mir-624	0.0747002
PSMB1	hsa-mir-6510	0.0746988
TRMT2B	hsa-mir-3928	0.0746974
PRDM12	hsa-mir-3064	0.0746935
PDE6A	hsa-mir-4728	0.0746911
NELFCD	hsa-mir-139	0.07469
LHPP	hsa-mir-4701	0.0746899
PLGRKT	hsa-mir-1249	0.0746896
FREM1	hsa-mir-3680-2	0.0746889
ZNF536	hsa-mir-1277	0.0746886
NR4A1	hsa-mir-126	0.0746884
CEP152	hsa-mir-106b	0.0746884
NLRP2	hsa-mir-942	0.0746883
UVRAG	hsa-mir-584	0.0746848
ZNF536	hsa-mir-5586	0.0746827
EVI5L	hsa-mir-190b	0.0746811
FBXO16	hsa-mir-4660	0.0746801
PYGO2	hsa-mir-134	0.0746793
TMEM129	hsa-mir-181b-1	0.074679
TUBGCP6	hsa-mir-3176	0.0746764
ISLR	hsa-mir-6510	0.0746763
GLRX	hsa-mir-1224	0.0746756
MFSD6	hsa-mir-100	0.0746741
TCAP	hsa-mir-492	0.074671
ACP4	hsa-mir-20a	0.0746708
INTS6	hsa-mir-1247	0.0746705
CELF5	hsa-mir-185	0.0746687
CBR3	hsa-mir-3613	0.0746671
ARPC5L	hsa-mir-576	0.0746662
ATP6V1B1	hsa-mir-340	0.0746655
NECAB2	hsa-mir-653	0.0746652
APOBEC3D	hsa-mir-222	0.0746645
ATP2A1	hsa-mir-574	0.0746637
FSIP2	hsa-mir-466	0.0746634
STKLD1	hsa-mir-3926-2	0.0746613
TTLL3	hsa-mir-605	0.0746607
ZNF212	hsa-mir-652	0.0746592
SFRP4	hsa-mir-579	0.0746592
GRHPR	hsa-mir-365b	0.0746555
MGST2	hsa-mir-3140	0.0746532
NR3C1	hsa-mir-449a	0.0746497
ST7L	hsa-mir-33b	0.0746492
KPNA6	hsa-mir-625	0.0746485
MCC	hsa-mir-491	0.0746477
HOXC5	hsa-mir-639	0.0746468
MAGOHB	hsa-mir-542	0.0746456
SLC26A3	hsa-mir-10b	0.0746456
ZNRF1	hsa-mir-4286	0.0746452
PRSS16	hsa-mir-193b	0.0746452
PPP2R5B	hsa-mir-2115	0.074638
ZSCAN5A	hsa-mir-4715	0.0746347
METTL11B	hsa-let-7c	0.0746317
RTL8C	hsa-mir-1910	0.0746281
AKR1A1	hsa-mir-186	0.0746259
FAT3	hsa-mir-4784	0.0746254
CACYBP	hsa-mir-3620	0.0746223
MGAT5	hsa-mir-598	0.0746216
DCT	hsa-mir-30c-2	0.0746214
CLU	hsa-mir-4714	0.0746213
TMA16	hsa-mir-600	0.0746166
LEO1	hsa-mir-1266	0.0746151
EXD1	hsa-mir-370	0.0746149
FPR3	hsa-mir-6514	0.0746121
ZNF718	hsa-mir-374a	0.0746114
COL10A1	hsa-mir-4651	0.0746108
CENPK	hsa-mir-6780a	0.0746089
BCL2L11	hsa-mir-4756	0.0746083
KDM2A	hsa-mir-4658	0.0746078
CASQ1	hsa-mir-30c-2	0.0746073
CERK	hsa-mir-643	0.0746062
SPACA9	hsa-mir-26b	0.0746053
ILK	hsa-mir-210	0.0746043
SMCO3	hsa-mir-3678	0.0746026
TMEM176A	hsa-mir-101-2	0.0746018
FXR1	hsa-mir-28	0.0746
DUSP8	hsa-mir-4784	0.0745987
NCF1	hsa-mir-7-2	0.0745987
P2RY11	hsa-mir-4756	0.0745966
IPO13	hsa-let-7a-3	0.0745965
HOXA6	hsa-mir-196b	0.0745926
HMGN4	hsa-mir-6734	0.0745909
CLCNKA	hsa-mir-548aw	0.0745906
CCDC158	hsa-mir-3152	0.07459
MSL3	hsa-mir-7-2	0.0745899
GOLPH3	hsa-mir-4442	0.0745897
ASH2L	hsa-mir-103a-1	0.0745873
ROS1	hsa-mir-4728	0.074585
CLCN5	hsa-mir-502	0.0745849
RIBC1	hsa-mir-3174	0.0745846
ADORA2B	hsa-mir-484	0.0745837
BATF3	hsa-mir-769	0.0745837
BIVM	hsa-mir-6821	0.0745835
TAF2	hsa-mir-365a	0.0745835
MAGEB17	hsa-mir-6868	0.0745833
TPSAB1	hsa-mir-4420	0.0745814
TRA2A	hsa-mir-3188	0.0745809
CWC27	hsa-mir-659	0.0745766
CDKAL1	hsa-mir-4660	0.0745761
PFDN6	hsa-mir-19a	0.0745759
TERF2IP	hsa-let-7f-2	0.0745757
TFAP2B	hsa-mir-4443	0.0745751
CEP295	hsa-mir-299	0.0745739
ZBTB32	hsa-mir-130a	0.0745685
RLBP1	hsa-mir-518b	0.0745652
FJX1	hsa-mir-324	0.0745646
MAFB	hsa-mir-34b	0.0745638
NAGA	hsa-mir-548o	0.0745628
HS3ST4	hsa-mir-4756	0.0745621
GBGT1	hsa-mir-30c-2	0.0745612
PXMP2	hsa-mir-128-1	0.0745599
NOL12	hsa-mir-3615	0.0745545
CLCC1	hsa-mir-30d	0.0745544
ZNF107	hsa-mir-3913-2	0.0745532
SIGIRR	hsa-mir-26b	0.0745529
EED	hsa-mir-15b	0.0745507
EIF2S3B	hsa-mir-340	0.0745503
IGSF6	hsa-mir-3682	0.0745497
PCED1A	hsa-mir-103a-2	0.074547
FNIP2	hsa-mir-200a	0.0745435
ODF2L	hsa-mir-6738	0.074543
GIMAP8	hsa-mir-133b	0.0745426
NBPF26	hsa-mir-337	0.0745423
PSAP	hsa-mir-181a-1	0.0745402
EXT1	hsa-mir-1287	0.0745391
GDF11	hsa-mir-7-2	0.0745355
FAAH	hsa-mir-6865	0.0745351
WRNIP1	hsa-mir-5091	0.0745333
BLMH	hsa-mir-4785	0.0745297
ZBTB8A	hsa-mir-33a	0.0745273
DHRS4L2	hsa-mir-299	0.0745243
BDNF	hsa-mir-3152	0.0745233
TRRAP	hsa-mir-93	0.0745232
SMURF2	hsa-mir-1247	0.0745215
IDH3B	hsa-mir-103a-1	0.0745211
RXRB	hsa-mir-199b	0.0745202
TTC21B	hsa-mir-3622a	0.07452
SLC38A9	hsa-mir-509-2	0.0745189
KIAA0319L	hsa-mir-4793	0.0745186
TMEM176A	hsa-mir-30e	0.0745183
EGR4	hsa-mir-126	0.0745181
CSTF1	hsa-mir-339	0.0745181
SMURF1	hsa-mir-93	0.0745175
SLC17A3	hsa-mir-708	0.0745118
LY86	hsa-mir-5706	0.0745111
GRHPR	hsa-mir-125a	0.0745098
C6orf118	hsa-mir-449b	0.074508
PHRF1	hsa-mir-210	0.0745066
MRPL12	hsa-mir-935	0.0745061
HOMEZ	hsa-mir-28	0.0745039
DPF1	hsa-mir-512-1	0.0745022
PDXK	hsa-mir-452	0.0745015
R3HCC1L	hsa-mir-181a-2	0.0745012
ATP5MJ	hsa-mir-19a	0.0745002
