ensembl_gene_id	miRNA_ID	MI
CTAGE9	hsa-mir-651	0.0806715
MTSS1	hsa-let-7e	0.0806661
TMEM25	hsa-mir-1538	0.0806602
GAR1	hsa-mir-30e	0.0806566
PCK1	hsa-mir-4525	0.0806532
CCM2L	hsa-mir-6726	0.080652
ISCA1	hsa-mir-32	0.0806489
PPM1D	hsa-mir-4728	0.0806453
KIAA2012	hsa-mir-639	0.0806433
NKX2-5	hsa-mir-204	0.0806404
CCDC14	hsa-mir-320a	0.0806368
CPEB1	hsa-mir-96	0.0806348
APOL3	hsa-mir-193a	0.0806344
TMCO4	hsa-mir-133a-2	0.0806296
DENND2B	hsa-mir-4725	0.0806191
ROCK2	hsa-mir-140	0.080619
OR7D2	hsa-mir-1468	0.080617
RRAS2	hsa-mir-7-3	0.0806146
NELFE	hsa-mir-134	0.080612
PPM1E	hsa-mir-6868	0.0806077
CDH17	hsa-mir-1468	0.0806071
PGBD5	hsa-mir-205	0.0806024
PCDHGA10	hsa-mir-3614	0.080599
STEAP1B	hsa-mir-4733	0.0805984
C5AR2	hsa-mir-1271	0.0805968
NDUFC1	hsa-mir-149	0.0805951
SNTA1	hsa-mir-193a	0.0805941
AZI2	hsa-mir-196b	0.0805931
PCBP3	hsa-mir-377	0.0805796
KNSTRN	hsa-mir-1266	0.0805784
TCTN2	hsa-mir-379	0.0805743
GOLM1	hsa-mir-653	0.080574
NR5A2	hsa-mir-152	0.0805712
SMIM10L1	hsa-mir-1301	0.0805702
ZNF555	hsa-mir-574	0.080567
ATP2B2	hsa-mir-30a	0.0805658
RXRB	hsa-mir-199a-2	0.0805637
CGB7	hsa-mir-577	0.0805607
IDE	hsa-mir-320c-2	0.0805527
NAV1	hsa-mir-651	0.0805503
CD300A	hsa-mir-6514	0.0805478
CPSF1	hsa-mir-155	0.0805462
MAPT	hsa-mir-3651	0.0805416
PADI3	hsa-mir-582	0.0805409
SLC41A2	hsa-mir-224	0.0805286
EGFR	hsa-mir-4784	0.0805281
HLA-DRA	hsa-mir-3667	0.0805267
C2orf50	hsa-mir-708	0.0805263
PIGBOS1	hsa-let-7a-2	0.0805214
UVRAG	hsa-mir-6087	0.0805187
DGKG	hsa-mir-339	0.0805175
FEM1C	hsa-mir-219a-1	0.0805052
DENND2C	hsa-mir-4636	0.0805021
PSMC3	hsa-mir-1247	0.0804988
CBFA2T3	hsa-mir-4326	0.0804963
UNC13C	hsa-mir-4793	0.0804952
NT5DC3	hsa-mir-1307	0.0804921
NFRKB	hsa-mir-6894	0.0804872
PUDP	hsa-mir-4525	0.0804817
SHC2	hsa-mir-3917	0.0804795
PDLIM4	hsa-mir-223	0.080473
C4orf50	hsa-mir-185	0.080472
CCT2	hsa-mir-3913-2	0.0804718
RAD51AP1	hsa-mir-942	0.0804697
ASGR1	hsa-mir-4525	0.0804691
OSBPL5	hsa-mir-6516	0.0804664
PCDH8	hsa-mir-1228	0.0804647
UBE2I	hsa-mir-484	0.0804563
FAM234B	hsa-mir-5004	0.080456
TMEFF1	hsa-mir-1538	0.080451
CELF4	hsa-mir-592	0.0804465
FASLG	hsa-mir-183	0.0804436
CSF1	hsa-mir-548f-1	0.0804429
SNRPA1	hsa-mir-3939	0.0804385
KIF17	hsa-mir-497	0.0804372
CCRL2	hsa-mir-3178	0.0804343
PLK5	hsa-mir-132	0.080432
UBE2M	hsa-mir-1180	0.0804284
HAUS7	hsa-mir-150	0.0804283
MPDZ	hsa-mir-194-1	0.0804245
TARBP2	hsa-mir-1237	0.0804244
HOXD10	hsa-let-7c	0.0804227
CCNJL	hsa-mir-204	0.0804139
CDO1	hsa-mir-1291	0.0804123
OBP2A	hsa-mir-655	0.0804114
XK	hsa-let-7a-3	0.0804081
CCDC42	hsa-mir-3065	0.0804046
TGFB1I1	hsa-mir-1288	0.0804012
HNRNPA3	hsa-mir-410	0.0804009
ZNF660	hsa-mir-3614	0.0803969
ALKBH6	hsa-mir-28	0.0803961
CCDC8	hsa-mir-203a	0.080393
HPS4	hsa-mir-27a	0.0803845
KDELR1	hsa-mir-330	0.080384
TMED9	hsa-mir-370	0.0803838
TTLL12	hsa-mir-1307	0.080383
OSCP1	hsa-mir-4701	0.0803813
NUMBL	hsa-mir-4782	0.0803785
TAF1C	hsa-mir-450a-1	0.0803785
GRID2IP	hsa-mir-181a-2	0.0803759
SVEP1	hsa-mir-4658	0.0803756
CTC1	hsa-mir-324	0.0803732
MAF1	hsa-mir-151a	0.0803725
TSPAN14	hsa-mir-30c-2	0.0803719
LEXM	hsa-mir-4435-1	0.0803706
CARMIL1	hsa-mir-4442	0.0803703
ZBTB7C	hsa-mir-194-1	0.080367
ZNHIT2	hsa-mir-760	0.0803662
FAM78B	hsa-mir-4666a	0.0803642
CCNB1IP1	hsa-mir-1227	0.0803611
TEP1	hsa-mir-3655	0.0803589
SEMA6B	hsa-mir-503	0.0803578
ATIC	hsa-mir-151b	0.0803568
NES	hsa-mir-3677	0.0803558
RHBDD2	hsa-mir-1306	0.0803536
TTC26	hsa-mir-187	0.0803463
OXSR1	hsa-mir-4773-2	0.0803451
IL21R	hsa-mir-636	0.0803443
RGL3	hsa-mir-34a	0.0803404
PTK2	hsa-mir-151a	0.0803394
CDK5R2	hsa-mir-885	0.080337
PRKAG3	hsa-mir-5694	0.0803346
MAGOH	hsa-mir-186	0.0803259
MYBBP1A	hsa-mir-324	0.0803257
ATOH8	hsa-mir-183	0.0803256
PSMB2	hsa-mir-494	0.0803255
NECAB2	hsa-mir-632	0.080319
SLC35C2	hsa-mir-708	0.0803189
GAGE2A	hsa-mir-548d-2	0.0803143
LIG1	hsa-mir-101-2	0.0803142
HSPA14	hsa-mir-16-2	0.0803011
DDAH1	hsa-mir-760	0.080299
KHK	hsa-mir-3607	0.0802988
MAP4	hsa-mir-6821	0.0802926
RGS19	hsa-mir-767	0.0802893
ATRX	hsa-mir-6834	0.0802891
MTRF1L	hsa-mir-1248	0.0802843
PRR35	hsa-mir-450a-1	0.0802772
UNKL	hsa-mir-3677	0.0802749
KLHL25	hsa-mir-3655	0.0802712
LY6G5B	hsa-mir-106b	0.0802687
RILP	hsa-mir-3655	0.080267
CHRAC1	hsa-mir-151a	0.0802653
WIPF1	hsa-mir-7-2	0.080264
COBL	hsa-mir-205	0.0802631
COQ8B	hsa-mir-7-3	0.0802619
DESI1	hsa-mir-16-1	0.080258
SMNDC1	hsa-mir-2110	0.0802554
SREK1IP1	hsa-mir-181b-1	0.080251
RASIP1	hsa-mir-10b	0.0802508
KCTD17	hsa-mir-130b	0.0802467
CYTH2	hsa-mir-452	0.0802462
RBMX2	hsa-mir-548o	0.0802436
TAF9	hsa-mir-16-2	0.0802326
IPO13	hsa-mir-6777	0.080231
SLC25A22	hsa-mir-210	0.0802266
ADAMTS2	hsa-mir-99a	0.0802261
HLA-DOA	hsa-mir-3682	0.0802254
PDC	hsa-mir-501	0.0802254
TTC5	hsa-mir-550a-3	0.0802216
SPDEF	hsa-mir-539	0.0802215
UMAD1	hsa-mir-4791	0.0802207
ALS2CL	hsa-mir-28	0.0802121
NUP160	hsa-mir-210	0.0802118
ZNF575	hsa-mir-581	0.0802054
ANKFN1	hsa-mir-21	0.0802035
BTN3A1	hsa-mir-130a	0.0802029
SEC22A	hsa-mir-4661	0.0802005
CFAP58	hsa-mir-577	0.0802001
EGLN2	hsa-mir-655	0.0801977
ADAP2	hsa-mir-223	0.0801937
CD164	hsa-mir-181a-1	0.0801869
RTL8A	hsa-mir-505	0.0801815
RASL10A	hsa-mir-15b	0.0801784
HMGA1	hsa-mir-133a-1	0.0801778
MTLN	hsa-mir-23b	0.080174
TRIM37	hsa-mir-199b	0.0801723
CDC42SE2	hsa-mir-584	0.08017
TMCO1	hsa-mir-6802	0.080169
RAB2B	hsa-mir-219a-1	0.0801673
RSL24D1	hsa-mir-1266	0.0801665
DPAGT1	hsa-mir-4461	0.0801651
TBC1D2	hsa-mir-23b	0.0801611
AARD	hsa-mir-6877	0.0801562
CELSR1	hsa-mir-5187	0.0801535
GCSAML	hsa-mir-34a	0.0801495
FAM120B	hsa-mir-1245a	0.080139
CFAP157	hsa-mir-592	0.0801341
CXXC4	hsa-mir-6726	0.0801279
ZNF408	hsa-mir-210	0.0801276
HSPB8	hsa-mir-27a	0.0801271
TMEM82	hsa-let-7i	0.0801244
FMO2	hsa-mir-486-2	0.0801239
KRTAP1-5	hsa-mir-10a	0.0801222
PADI3	hsa-mir-3117	0.0801191
AGR3	hsa-mir-22	0.0801171
DSG2	hsa-mir-3655	0.0801153
MKRN2OS	hsa-mir-147b	0.0801124
PIM3	hsa-mir-6818	0.0801099
MAGED4B	hsa-mir-502	0.0801071
MIOS	hsa-mir-31	0.0801054
HRAS	hsa-mir-324	0.0800989
ZNF37A	hsa-mir-33b	0.0800978
PLEKHA1	hsa-mir-455	0.080092
PNPLA2	hsa-mir-425	0.080091
EMC4	hsa-mir-29b-1	0.0800884
ACTR8	hsa-mir-4444-1	0.0800872
PFAS	hsa-mir-4443	0.0800867
MZT2A	hsa-mir-4784	0.0800821
HAGHL	hsa-mir-181b-1	0.0800803
NUP54	hsa-mir-6865	0.0800762
THAP7	hsa-mir-185	0.0800675
VWC2	hsa-mir-632	0.0800657
PDE6B	hsa-mir-18b	0.0800618
PDZD8	hsa-mir-4793	0.0800562
GJC3	hsa-mir-449a	0.0800553
PTPRQ	hsa-mir-6514	0.0800507
FEN1	hsa-mir-6726	0.0800468
C10orf82	hsa-mir-3939	0.0800456
CATSPER1	hsa-mir-4525	0.0800436
NHP2	hsa-mir-1181	0.0800328
CEBPE	hsa-mir-139	0.0800307
ZNF655	hsa-mir-365b	0.0800202
NDUFA8	hsa-mir-505	0.0800171
GLDC	hsa-mir-338	0.0800153
C11orf49	hsa-mir-421	0.0800122
SLC24A4	hsa-mir-200a	0.0800119
THEM4	hsa-mir-1915	0.0800115
SEC22C	hsa-let-7g	0.0800113
CISD3	hsa-mir-744	0.0800106
DNM3	hsa-mir-4419b	0.0800103
AKAP11	hsa-mir-3074	0.0800082
STX16	hsa-mir-4657	0.0800077
KCNK15	hsa-mir-5092	0.0800058
MPZL3	hsa-mir-4419b	0.0800035
VIP	hsa-mir-500a	0.0800023
PHC3	hsa-mir-199a-1	0.0799998
OVOL2	hsa-mir-4523	0.0799969
MPP5	hsa-mir-3074	0.0799923
OR5K2	hsa-mir-432	0.0799908
PRKAG3	hsa-mir-190b	0.0799906
SMIM30	hsa-mir-139	0.0799878
CDHR4	hsa-mir-449b	0.0799848
NLRP5	hsa-mir-30c-1	0.0799836
CRYGC	hsa-mir-3610	0.0799781
RAB8B	hsa-mir-127	0.0799695
CLDN7	hsa-mir-362	0.0799669
SIDT2	hsa-mir-330	0.0799665
BRMS1L	hsa-mir-330	0.0799662
DMC1	hsa-mir-3616	0.0799637
P2RY4	hsa-mir-190a	0.0799622
IQCK	hsa-mir-1256	0.079958
LY75	hsa-mir-181a-2	0.0799511
COX7A1	hsa-mir-1249	0.0799509
RGPD8	hsa-mir-1284	0.079949
INKA2	hsa-mir-20a	0.0799474
PLEKHG6	hsa-mir-2355	0.0799467
TEDC2	hsa-mir-671	0.0799466
TMEM249	hsa-mir-338	0.0799464
TRIM11	hsa-mir-512-2	0.0799429
CABIN1	hsa-mir-3653	0.0799401
MIER1	hsa-mir-362	0.0799392
EMSY	hsa-mir-6087	0.0799389
GPR15	hsa-mir-4662a	0.0799359
SMARCB1	hsa-mir-320c-2	0.079934
CASP3	hsa-mir-181a-2	0.0799259
TMEM256	hsa-mir-574	0.0799222
TTYH2	hsa-mir-625	0.0799137
RAD54L2	hsa-let-7g	0.0799056
IRS1	hsa-mir-4782	0.0799038
CCDC38	hsa-mir-4444-2	0.0799033
CPLANE1	hsa-mir-3926-2	0.0798938
CPQ	hsa-mir-675	0.0798937
PEX14	hsa-mir-501	0.0798915
DYNLRB2	hsa-mir-6882	0.0798884
ASB18	hsa-mir-1468	0.0798875
NVL	hsa-mir-4662a	0.0798864
GIMAP6	hsa-mir-6882	0.0798844
PDE6G	hsa-mir-105-2	0.0798823
IGHV3OR16-17	hsa-mir-539	0.0798761
PIGN	hsa-mir-550a-3	0.0798751
KCTD16	hsa-let-7b	0.0798608
SCN5A	hsa-mir-16-1	0.079857
SLAMF8	hsa-mir-337	0.0798553
KANSL1L	hsa-mir-3936	0.0798543
YY1	hsa-mir-30e	0.0798499
EMP2	hsa-mir-136	0.0798479
PCDHA3	hsa-mir-1245a	0.0798469
FRAT1	hsa-mir-320c-2	0.0798465
ANKS1B	hsa-mir-6805	0.079846
MCF2L	hsa-mir-874	0.0798455
CLCA2	hsa-mir-552	0.0798439
LYRM4	hsa-let-7c	0.0798316
DTL	hsa-mir-197	0.079824
ZSCAN12	hsa-mir-4766	0.0798236
NEURL4	hsa-mir-324	0.0798227
ODC1	hsa-mir-219b	0.0798206
NECTIN1	hsa-mir-6892	0.0798196
CNTLN	hsa-mir-3936	0.0798142
LSM7	hsa-mir-6511b-1	0.0798134
TPP1	hsa-mir-210	0.0798089
TSHZ1	hsa-mir-196b	0.079808
ATP5F1B	hsa-mir-1296	0.0798047
XK	hsa-let-7a-1	0.0798027
CD3D	hsa-mir-150	0.0797978
KCTD5	hsa-mir-3913-1	0.079795
POLDIP3	hsa-mir-4638	0.0797938
SETD2	hsa-mir-425	0.0797912
PCBP4	hsa-mir-3130-2	0.0797909
GVQW3	hsa-mir-584	0.0797903
SRSF11	hsa-mir-1254-1	0.0797886
RPS21	hsa-mir-6868	0.0797851
DSP	hsa-mir-6820	0.0797828
MTRF1	hsa-mir-3613	0.0797796
NDST3	hsa-mir-23b	0.0797759
RPL23A	hsa-mir-423	0.0797738
HIGD2A	hsa-mir-3934	0.0797688
GSPT2	hsa-mir-1181	0.0797641
ZNF318	hsa-mir-1185-1	0.0797636
TMEM70	hsa-mir-939	0.0797604
CBLL1	hsa-mir-93	0.0797604
P2RX2	hsa-mir-4802	0.0797589
RTN4IP1	hsa-mir-499a	0.0797525
ZNF407	hsa-mir-6798	0.0797461
USP19	hsa-let-7g	0.0797335
PIGH	hsa-mir-145	0.0797303
FANCC	hsa-mir-3622b	0.0797298
TEX15	hsa-mir-6739	0.0797271
ARMC6	hsa-mir-221	0.0797264
ETV1	hsa-mir-219a-1	0.079726
FAXDC2	hsa-mir-194-1	0.0797248
UBTD2	hsa-mir-340	0.0797136
COX15	hsa-mir-1307	0.0797113
RANBP9	hsa-mir-6844	0.0797093
DBNL	hsa-mir-9-2	0.0797069
PFN2	hsa-mir-664b	0.0797062
COMMD4	hsa-mir-769	0.079704
TRIM37	hsa-mir-199a-2	0.0796938
TRMT2B	hsa-let-7a-1	0.0796911
NR6A1	hsa-mir-140	0.0796894
CANT1	hsa-mir-30a	0.0796868
ASAH1	hsa-mir-548b	0.0796815
FILIP1L	hsa-mir-582	0.0796809
KIN	hsa-mir-20b	0.079676
PTPN13	hsa-mir-133a-1	0.079675
CCDC88C	hsa-mir-3173	0.079671
R3HCC1L	hsa-mir-1307	0.0796694
USP47	hsa-mir-26b	0.0796658
TAL1	hsa-mir-497	0.0796644
DERL1	hsa-mir-5694	0.0796641
BOLA3	hsa-mir-532	0.0796591
FEN1	hsa-mir-197	0.0796587
BGN	hsa-mir-676	0.0796533
ZBTB47	hsa-let-7g	0.0796499
GPR19	hsa-mir-874	0.0796463
S100A13	hsa-mir-4666a	0.0796445
RAMP3	hsa-mir-6510	0.0796367
CSTA	hsa-mir-95	0.0796354
TMEM200B	hsa-mir-6821	0.0796334
LSS	hsa-mir-379	0.0796327
CLSTN3	hsa-mir-3176	0.0796309
CEP104	hsa-mir-1181	0.0796297
SPATA25	hsa-mir-222	0.0796236
PRRG1	hsa-mir-6718	0.0796199
PICK1	hsa-mir-190b	0.0796192
RICTOR	hsa-mir-6854	0.0796186
TPPP3	hsa-mir-6509	0.0796155
WDR13	hsa-mir-598	0.0796155
CCDC86	hsa-mir-4645	0.0796091
NECTIN1	hsa-mir-665	0.0796085
CARD10	hsa-mir-3936	0.0796036
SLAMF6	hsa-mir-7-2	0.0796018
GAL	hsa-mir-6716	0.0796001
SRSF7	hsa-mir-4470	0.0795965
SCNN1G	hsa-mir-5003	0.0795915
IPMK	hsa-mir-652	0.0795881
OR2W3	hsa-mir-4658	0.0795769
HTR1B	hsa-mir-372	0.0795763
PCGF1	hsa-mir-1976	0.079575
HADHA	hsa-mir-600	0.0795743
ZG16	hsa-mir-6805	0.0795709
FZD9	hsa-mir-181c	0.0795703
ZNF414	hsa-mir-142	0.0795699
BAG5	hsa-mir-345	0.0795675
LDB3	hsa-mir-7110	0.0795647
GIPR	hsa-let-7c	0.0795643
MARF1	hsa-mir-636	0.079556
TAS2R43	hsa-mir-181d	0.0795465
LZTS2	hsa-mir-324	0.0795436
ACACB	hsa-mir-6739	0.079541
SCOC	hsa-mir-1306	0.0795405
HMCN1	hsa-mir-3126	0.0795389
CDKN2C	hsa-mir-3936	0.0795344
HOXB6	hsa-mir-3152	0.0795268
REM1	hsa-mir-92a-2	0.0795268
PGAP2	hsa-mir-134	0.079524
CPSF4	hsa-let-7a-2	0.0795237
CRYZL1	hsa-mir-3652	0.0795235
GLMN	hsa-mir-4782	0.0795227
SLC35B4	hsa-mir-885	0.0795205
AQR	hsa-mir-1266	0.0795187
RAB28	hsa-mir-574	0.0795184
ARRDC4	hsa-mir-301b	0.0795173
SOWAHC	hsa-mir-185	0.0795172
PDZD3	hsa-mir-181b-1	0.0795142
GGCT	hsa-mir-550a-1	0.0795132
CNOT4	hsa-mir-4326	0.0795113
CFAP161	hsa-mir-30d	0.0795074
CLEC4A	hsa-mir-4745	0.0795072
SFR1	hsa-mir-1307	0.0795062
RANBP2	hsa-mir-769	0.0795045
HSD17B3	hsa-mir-485	0.0794963
HSD17B13	hsa-mir-199a-2	0.0794891
ST13	hsa-mir-548aw	0.079489
DCAF12	hsa-mir-32	0.0794837
HSD17B6	hsa-mir-3619	0.0794815
MDFIC	hsa-mir-362	0.079479
YBX3	hsa-mir-101-2	0.0794773
SPIN1	hsa-mir-32	0.0794731
NECAP1	hsa-mir-200c	0.0794722
MSH2	hsa-mir-6875	0.0794693
CUEDC1	hsa-mir-454	0.0794691
KLF13	hsa-mir-1538	0.0794653
GYS1	hsa-mir-17	0.0794643
PIK3C2G	hsa-mir-5010	0.0794634
CRLF1	hsa-mir-142	0.0794619
GABARAP	hsa-mir-6718	0.0794569
KANSL1	hsa-mir-423	0.0794491
CHEK2	hsa-let-7g	0.0794447
ISL2	hsa-mir-5581	0.0794434
EVPL	hsa-mir-3074	0.0794404
GIMAP4	hsa-mir-223	0.0794394
NCBP2AS2	hsa-mir-552	0.0794378
VPS50	hsa-mir-25	0.0794361
MRAS	hsa-mir-2355	0.0794303
NOC4L	hsa-mir-10a	0.0794286
SPAG7	hsa-mir-4766	0.0794269
CMTR2	hsa-mir-140	0.0794234
ARID4A	hsa-mir-377	0.0794212
HAGHL	hsa-mir-181b-2	0.079421
BBS5	hsa-mir-6506	0.0794199
NARF	hsa-mir-4482	0.0794143
LMBRD2	hsa-mir-7854	0.0794095
QRICH1	hsa-let-7g	0.0794073
GXYLT2	hsa-mir-320a	0.0794057
CRKL	hsa-mir-185	0.0793979
ARFGAP3	hsa-mir-935	0.0793958
INPP5B	hsa-mir-4733	0.0793945
ARL6IP1	hsa-mir-340	0.0793945
MAP3K3	hsa-mir-376a-1	0.0793928
MRPL27	hsa-mir-552	0.0793848
RASGRF1	hsa-mir-625	0.0793838
GPATCH11	hsa-mir-9-1	0.0793829
ORC4	hsa-mir-30d	0.0793787
DCN	hsa-mir-142	0.0793787
FBXL13	hsa-mir-889	0.0793761
GGA1	hsa-mir-320c-2	0.079368
P4HTM	hsa-mir-23a	0.0793629
C3AR1	hsa-mir-223	0.0793626
IL22RA2	hsa-mir-33b	0.0793615
TM2D1	hsa-mir-1468	0.0793582
KLHL28	hsa-mir-195	0.0793564
CD2	hsa-mir-6718	0.0793523
FAM210B	hsa-mir-625	0.0793511
ENOX1	hsa-mir-27a	0.0793446
RLBP1	hsa-mir-126	0.0793443
UQCC1	hsa-mir-1269a	0.0793443
MSH5-SAPCD1	hsa-mir-5002	0.0793441
ZNF592	hsa-mir-33b	0.0793418
IER3IP1	hsa-mir-767	0.0793406
SSBP2	hsa-mir-135b	0.0793361
ZNF622	hsa-mir-146b	0.0793347
GGA3	hsa-mir-6834	0.0793339
DNAJB2	hsa-mir-491	0.0793285
SEPTIN5	hsa-mir-185	0.0793266
NDUFA13	hsa-mir-765	0.079326
MAP3K8	hsa-mir-331	0.0793229
TAC4	hsa-mir-4666a	0.0793221
DBX2	hsa-mir-548au	0.0793213
ZFP36L1	hsa-mir-4522	0.0793192
FZD5	hsa-mir-6892	0.0793189
DDX53	hsa-mir-518e	0.0793123
GOLT1A	hsa-mir-3934	0.0793106
FBXL5	hsa-mir-18b	0.079308
BRSK1	hsa-mir-30b	0.0793044
MAD2L1	hsa-mir-150	0.0793031
MSC	hsa-mir-708	0.0792999
DBH	hsa-mir-29b-1	0.0792991
PLAC8L1	hsa-mir-552	0.0792943
ASCL2	hsa-mir-6820	0.079293
AZGP1	hsa-mir-1277	0.0792909
GPRIN1	hsa-mir-659	0.0792906
GREM2	hsa-mir-4444-1	0.0792897
CCDC85B	hsa-mir-23b	0.0792895
XK	hsa-let-7a-2	0.0792886
CENPA	hsa-mir-4802	0.079282
UBASH3A	hsa-mir-4326	0.0792815
L2HGDH	hsa-mir-4746	0.0792815
APP	hsa-mir-134	0.0792813
ELFN1	hsa-mir-6516	0.0792751
CERK	hsa-mir-3653	0.0792713
RING1	hsa-mir-135b	0.0792703
ATOH7	hsa-mir-425	0.0792692
CCNI	hsa-mir-5695	0.0792688
SHISA9	hsa-mir-576	0.0792634
VIL1	hsa-mir-15a	0.0792621
MARCHF10	hsa-mir-130a	0.0792581
NHS	hsa-mir-887	0.0792555
LIMS1	hsa-mir-452	0.0792555
NSUN4	hsa-mir-3677	0.0792538
PDS5B	hsa-mir-4470	0.0792503
HEATR6	hsa-mir-4525	0.0792492
CLEC14A	hsa-mir-9-3	0.0792476
UQCRQ	hsa-mir-3607	0.079245
GDI1	hsa-mir-659	0.0792445
VAMP5	hsa-mir-196b	0.0792425
BAG5	hsa-mir-26b	0.0792393
LINC00672	hsa-mir-106b	0.0792376
RAB5A	hsa-mir-323b	0.0792348
RB1	hsa-mir-1468	0.0792328
DHX40	hsa-mir-301a	0.0792259
CORO1B	hsa-mir-1254-2	0.0792215
UGCG	hsa-mir-766	0.0792107
CXCR1	hsa-mir-581	0.07921
GASK1A	hsa-mir-186	0.0792091
PLAAT2	hsa-mir-196b	0.0792032
RBM5	hsa-mir-4758	0.0791978
NDUFA3	hsa-mir-143	0.0791932
LAMTOR3	hsa-mir-576	0.0791917
ANKRD18B	hsa-mir-181d	0.0791899
TEX101	hsa-mir-340	0.0791841
TSSK6	hsa-mir-935	0.0791769
NUDT1	hsa-mir-374b	0.0791755
MED20	hsa-mir-92b	0.0791723
ENPP6	hsa-mir-512-1	0.0791708
CACNA1A	hsa-mir-598	0.0791708
MED10	hsa-mir-193b	0.0791703
GIMAP8	hsa-mir-223	0.0791701
NRAS	hsa-mir-197	0.0791693
EXOC3L4	hsa-mir-372	0.0791688
C16orf87	hsa-mir-3617	0.0791632
ID4	hsa-mir-7854	0.0791629
SEC13	hsa-mir-127	0.0791617
SPAG1	hsa-mir-136	0.0791571
KDM3B	hsa-mir-497	0.0791548
GSG1L	hsa-mir-324	0.079154
TRMT2B	hsa-let-7a-2	0.079144
CLNS1A	hsa-mir-6854	0.079144
GEMIN7	hsa-mir-99a	0.0791401
KNSTRN	hsa-mir-4640	0.0791308
COL26A1	hsa-mir-183	0.0791305
E2F4	hsa-mir-365a	0.0791297
SCN11A	hsa-mir-328	0.0791283
RFTN1	hsa-mir-17	0.079124
UBE4A	hsa-mir-1538	0.0791208
NCOR1	hsa-mir-3651	0.07912
EPB41L2	hsa-mir-23a	0.0791196
TMEM191C	hsa-mir-4638	0.0791188
C20orf204	hsa-mir-146a	0.0791068
SLC25A1	hsa-mir-185	0.0791067
RHOG	hsa-mir-196a-1	0.0791018
IRX3	hsa-mir-205	0.0790895
SAMM50	hsa-mir-2110	0.0790882
CCDC34	hsa-mir-22	0.0790835
KCNJ5	hsa-mir-125b-1	0.0790819
FBLN5	hsa-mir-185	0.0790804
SCN1A	hsa-mir-6824	0.0790802
UHRF1	hsa-mir-3913-2	0.079072
LRRC2	hsa-mir-6741	0.079066
AUNIP	hsa-mir-4651	0.0790636
MYOT	hsa-mir-22	0.0790613
NLRX1	hsa-mir-30c-2	0.0790553
BBS9	hsa-mir-148a	0.0790497
NOP58	hsa-mir-577	0.0790479
KCTD13	hsa-let-7c	0.0790462
SEL1L	hsa-mir-6892	0.0790427
ZNF628	hsa-mir-3613	0.0790403
ZNF695	hsa-mir-33b	0.0790353
TMBIM4	hsa-mir-22	0.0790339
ZNF670-ZNF695	hsa-mir-4523	0.0790338
SMIM31	hsa-mir-495	0.0790306
NPY1R	hsa-mir-3150b	0.0790261
CRYM	hsa-mir-548o-2	0.0790197
FAM131C	hsa-mir-502	0.079015
STAU2	hsa-mir-939	0.0790139
POLR1F	hsa-mir-409	0.0790135
CREBL2	hsa-mir-1284	0.0790128
MEIKIN	hsa-mir-212	0.079009
LTN1	hsa-mir-106a	0.0790088
CCDC74A	hsa-mir-4701	0.0790077
PHB2	hsa-mir-3619	0.079006
CTSG	hsa-mir-3913-1	0.0790018
SLC25A45	hsa-mir-30b	0.0789938
RXRG	hsa-mir-1306	0.078992
RFX1	hsa-mir-29b-1	0.078992
RUBCN	hsa-mir-125a	0.0789916
C2orf69	hsa-mir-5008	0.0789912
TVP23B	hsa-mir-6125	0.0789866
PCID2	hsa-mir-100	0.0789864
GIMAP4	hsa-mir-3682	0.0789844
HTR6	hsa-mir-1-1	0.0789743
TJP2	hsa-mir-32	0.0789718
COPZ2	hsa-mir-885	0.0789699
TCP11L2	hsa-mir-222	0.0789696
LY6G5C	hsa-mir-187	0.078968
KRTCAP2	hsa-mir-19b-2	0.0789661
DCP1A	hsa-let-7g	0.0789596
TSC22D4	hsa-mir-106b	0.0789573
CPB1	hsa-mir-4442	0.0789489
DNAJC2	hsa-mir-25	0.0789489
SPEN	hsa-mir-940	0.0789463
VDAC2	hsa-mir-26a-2	0.0789407
SMC3	hsa-mir-197	0.0789399
IAH1	hsa-mir-5193	0.0789395
TAFA1	hsa-mir-576	0.0789387
VMA21	hsa-mir-505	0.0789298
ZNF74	hsa-mir-106b	0.0789279
TSSC4	hsa-mir-26a-1	0.0789271
IMPDH2	hsa-mir-191	0.0789262
EGFLAM	hsa-mir-659	0.0789219
KIZ	hsa-mir-664a	0.0789204
PRODH2	hsa-mir-580	0.0789155
HMX1	hsa-mir-1229	0.0789087
NEB	hsa-mir-7110	0.0788992
UBE2H	hsa-mir-30b	0.0788961
ATP1A2	hsa-mir-182	0.0788911
CDIPT	hsa-mir-766	0.0788908
UBAP1L	hsa-mir-629	0.0788892
RSPH10B2	hsa-mir-3173	0.0788884
PATJ	hsa-mir-625	0.0788883
PTGS1	hsa-mir-658	0.0788866
GOLM1	hsa-mir-4658	0.0788852
COBL	hsa-let-7f-2	0.0788852
BTN2A1	hsa-mir-449b	0.0788848
S100A13	hsa-mir-202	0.0788846
HDAC9	hsa-mir-3678	0.078882
ANKRD50	hsa-mir-887	0.0788769
RGMA	hsa-mir-3117	0.078873
TMEM245	hsa-mir-29b-2	0.0788717
HNRNPA3	hsa-mir-491	0.0788679
MIGA1	hsa-mir-15a	0.0788669
WARS1	hsa-mir-2115	0.0788619
PLS3	hsa-mir-6508	0.0788616
CCDC92	hsa-mir-503	0.0788585
