ensembl_gene_id	miRNA_ID	MI
ADGRF3	hsa-mir-6728	0.152667
CALY	hsa-mir-323a	0.152662
WDR83OS	hsa-mir-205	0.152661
XKR6	hsa-mir-6824	0.152658
CTHRC1	hsa-mir-550a-3	0.152657
CFAP157	hsa-mir-33a	0.152656
CRHBP	hsa-mir-29b-1	0.152656
PI3	hsa-mir-153-2	0.152656
MAML2	hsa-mir-337	0.152649
FOXG1	hsa-mir-6833	0.152649
PDPR	hsa-mir-4758	0.152649
FBXO17	hsa-mir-1229	0.152645
TMEM200B	hsa-mir-130a	0.152642
ENPP3	hsa-mir-550a-3	0.152642
FAT3	hsa-mir-199a-1	0.152641
ECD	hsa-mir-3127	0.15264
C14orf93	hsa-mir-1976	0.152639
RPL14	hsa-mir-495	0.152637
BTN1A1	hsa-mir-4638	0.152631
CILK1	hsa-mir-1227	0.152631
FOXD3	hsa-mir-150	0.152629
MDN1	hsa-mir-93	0.152628
EEA1	hsa-mir-1915	0.152619
FOXC1	hsa-mir-181a-2	0.152617
ARC	hsa-mir-592	0.15261
TGM1	hsa-mir-1291	0.15261
SLC13A4	hsa-mir-501	0.152609
NRM	hsa-mir-132	0.152606
RNF126	hsa-mir-21	0.152605
GSTO1	hsa-mir-432	0.152603
MTUS2	hsa-mir-509-1	0.152602
RSBN1L	hsa-mir-188	0.1526
NDUFA4	hsa-mir-451a	0.152598
GPR107	hsa-mir-3934	0.152589
VPS35L	hsa-mir-345	0.152588
PROS1	hsa-mir-1288	0.152568
FZD3	hsa-mir-199a-2	0.152566
F2RL3	hsa-mir-92a-2	0.152556
OR2C1	hsa-mir-7705	0.152554
BTBD8	hsa-mir-767	0.152553
NAA20	hsa-mir-4525	0.152553
NEIL1	hsa-mir-4645	0.152553
CCDC22	hsa-mir-27a	0.15255
HAUS6	hsa-mir-491	0.152546
SMIM19	hsa-mir-532	0.152544
RNF113A	hsa-mir-1343	0.15254
RASSF3	hsa-mir-3170	0.152536
RSPO2	hsa-mir-4525	0.152533
ETFRF1	hsa-mir-3677	0.152532
TECR	hsa-mir-6821	0.15253
LIPG	hsa-mir-2114	0.152518
PLCXD2	hsa-mir-328	0.152514
SOBP	hsa-mir-4773-2	0.152512
STMN2	hsa-mir-26a-1	0.152512
LDLRAD4	hsa-mir-95	0.152511
QRFPR	hsa-mir-6882	0.152507
FICD	hsa-mir-1468	0.152499
TUBB2A	hsa-mir-6516	0.152494
ARMCX6	hsa-mir-889	0.152488
SMNDC1	hsa-mir-9-1	0.152488
MYORG	hsa-mir-485	0.152487
GZMH	hsa-mir-6833	0.152486
SMARCAD1	hsa-mir-183	0.152484
METTL24	hsa-mir-3074	0.152477
TSC1	hsa-mir-34a	0.152476
IL1B	hsa-mir-3664	0.152474
PAK1IP1	hsa-mir-5004	0.152474
KCTD6	hsa-mir-320a	0.152472
POU6F2	hsa-mir-767	0.152471
RGMA	hsa-mir-3928	0.152466
CHMP4B	hsa-mir-3664	0.152462
NPIPA5	hsa-mir-3622b	0.15246
BTBD7	hsa-let-7f-2	0.152457
RIPOR1	hsa-mir-1296	0.152455
SNAPIN	hsa-mir-107	0.152454
ST6GALNAC5	hsa-mir-28	0.152452
NPR1	hsa-mir-5091	0.152447
LRRC4B	hsa-mir-1288	0.152445
BROX	hsa-mir-34c	0.152443
TRIM47	hsa-mir-6513	0.152436
TCF20	hsa-mir-329-2	0.152435
TRMT1L	hsa-mir-449a	0.152434
CPNE3	hsa-mir-450b	0.152433
THG1L	hsa-mir-6824	0.15243
MIEF2	hsa-mir-3664	0.152429
PRSS12	hsa-let-7c	0.152426
FBXW11	hsa-mir-3928	0.152426
AASDHPPT	hsa-mir-3909	0.152425
TACSTD2	hsa-mir-212	0.152423
NEURL1	hsa-mir-3194	0.152417
TMEM229B	hsa-let-7f-2	0.152416
SERBP1	hsa-mir-1229	0.152416
ACBD4	hsa-mir-6511b-1	0.152415
ADAM28	hsa-mir-3150a	0.152412
PXN	hsa-mir-4522	0.152409
PRPF4B	hsa-mir-181c	0.152397
GGT5	hsa-mir-372	0.152396
CDK13	hsa-mir-3607	0.152396
C2orf73	hsa-mir-140	0.152392
CD40	hsa-mir-6826	0.152385
ATP13A1	hsa-mir-192	0.152384
PRRG2	hsa-mir-224	0.152383
LIPG	hsa-mir-192	0.152381
NUP205	hsa-mir-486-2	0.152373
CERS3	hsa-mir-219a-1	0.152372
ICMT	hsa-mir-3909	0.152371
PLEKHF1	hsa-mir-744	0.152369
TNRC6C	hsa-mir-197	0.152368
N4BP2L2	hsa-mir-548au	0.152366
FAM110B	hsa-mir-4449	0.152364
KCNJ1	hsa-mir-181b-1	0.152364
COL6A2	hsa-mir-134	0.152364
ODF2	hsa-mir-3909	0.152362
B4GALNT3	hsa-mir-147b	0.152361
UBE4B	hsa-mir-486-1	0.152361
SLC5A2	hsa-mir-4444-1	0.152357
GTF2IRD1	hsa-mir-128-1	0.152352
LEPROT	hsa-mir-7706	0.152348
SYNJ2	hsa-mir-101-2	0.152348
PRR11	hsa-mir-369	0.152345
CDYL	hsa-mir-190b	0.152343
CBX3	hsa-mir-2355	0.152341
GLIPR2	hsa-mir-331	0.152335
PITRM1	hsa-mir-34c	0.152327
PLEKHF2	hsa-mir-1185-1	0.152326
NONO	hsa-mir-342	0.152325
DMBX1	hsa-mir-760	0.152321
PLEKHA6	hsa-mir-642a	0.15232
DDX58	hsa-mir-432	0.152319
SLC12A2	hsa-mir-96	0.152317
MED29	hsa-mir-4724	0.152314
TLE4	hsa-mir-4677	0.152311
XKR5	hsa-mir-4461	0.152309
MELK	hsa-mir-19a	0.152308
SLC12A1	hsa-mir-636	0.152307
RTF1	hsa-mir-580	0.152305
KLF8	hsa-mir-1915	0.152294
NYNRIN	hsa-mir-6844	0.152288
ABCD4	hsa-mir-511	0.152287
USP2	hsa-mir-4640	0.152285
LDB1	hsa-let-7d	0.152283
FAM183A	hsa-mir-1181	0.152283
PVR	hsa-mir-27b	0.152283
EVA1B	hsa-mir-5690	0.152281
LIPM	hsa-mir-6726	0.152278
LYAR	hsa-mir-320d-1	0.152277
SLC16A14	hsa-mir-1915	0.152272
PGS1	hsa-mir-339	0.152272
LMBR1L	hsa-mir-27b	0.152271
ZBED3	hsa-let-7a-1	0.15227
INSIG2	hsa-mir-370	0.152264
RAD51AP1	hsa-mir-6738	0.152264
HSD17B13	hsa-mir-3191	0.152263
TUBD1	hsa-mir-21	0.152261
WDR81	hsa-mir-25	0.152258
GIGYF2	hsa-mir-450b	0.152256
TRIM24	hsa-mir-551b	0.152252
SLC9A1	hsa-mir-5092	0.152249
CHRNA5	hsa-mir-1343	0.152245
DUSP15	hsa-mir-3605	0.152242
NPTN	hsa-mir-301b	0.152238
ITIH2	hsa-mir-7706	0.152237
EMC1	hsa-mir-6508	0.152237
ANKRD66	hsa-mir-106b	0.152233
IFI30	hsa-mir-145	0.152229
SMAD2	hsa-mir-4661	0.152228
P2RX5-TAX1BP3	hsa-mir-581	0.152225
LSAMP	hsa-mir-4793	0.152222
CHAC1	hsa-mir-503	0.152219
KIF2C	hsa-mir-4677	0.152218
DPEP1	hsa-mir-203a	0.152216
SMIM29	hsa-mir-409	0.152215
MISP	hsa-mir-99a	0.15221
NCOA6	hsa-mir-3922	0.152209
CD8B	hsa-mir-323b	0.152206
CCDC78	hsa-mir-181d	0.152205
DNAJA4	hsa-mir-449a	0.1522
YBX1	hsa-mir-3198-2	0.152192
HEXB	hsa-mir-2355	0.152192
CDK5RAP3	hsa-mir-3614	0.15219
FASLG	hsa-mir-6826	0.152182
GAS2L3	hsa-mir-369	0.152174
ELMOD3	hsa-mir-421	0.152174
TBP	hsa-let-7e	0.152171
ANAPC11	hsa-mir-3940	0.15217
VSNL1	hsa-mir-6892	0.152166
LY6G5B	hsa-mir-3655	0.152161
LRRN4CL	hsa-mir-3664	0.152156
GCNT2	hsa-mir-551b	0.152156
FAM32A	hsa-mir-664a	0.152153
RIPOR1	hsa-mir-27b	0.152149
TRAFD1	hsa-mir-30c-2	0.152146
SLCO4A1	hsa-mir-4470	0.152146
SPRED1	hsa-mir-338	0.152143
ZFYVE26	hsa-mir-2115	0.152135
RIPK2	hsa-mir-506	0.152133
CHRNA7	hsa-mir-193a	0.152132
FAM83D	hsa-mir-331	0.152131
GTF2H5	hsa-mir-1266	0.152128
GPA33	hsa-mir-887	0.152121
CPQ	hsa-mir-450a-1	0.15212
OTUD7B	hsa-mir-23b	0.152112
C19orf81	hsa-mir-98	0.15211
MEIS1	hsa-mir-32	0.152107
AOPEP	hsa-mir-142	0.152106
CLRN3	hsa-mir-4723	0.152101
FUT1	hsa-mir-212	0.152101
TLK2	hsa-mir-6781	0.152099
CKB	hsa-mir-4640	0.152097
DCAF7	hsa-mir-1343	0.152094
DYNC1H1	hsa-let-7f-2	0.152089
RETN	hsa-mir-335	0.152089
WT1	hsa-mir-23c	0.152088
B4GALT1	hsa-mir-30c-1	0.152088
ANKS1A	hsa-mir-3617	0.152086
YIPF6	hsa-mir-3913-1	0.152078
FAM219A	hsa-mir-132	0.152076
TCP10L2	hsa-mir-494	0.152074
ARFIP1	hsa-mir-1271	0.152074
OR2AE1	hsa-mir-532	0.152059
NXPH4	hsa-mir-181d	0.152059
PPP3CC	hsa-mir-139	0.152048
LTBP1	hsa-mir-1-1	0.152047
UQCRHL	hsa-mir-372	0.152042
WDR83	hsa-mir-744	0.152042
NPLOC4	hsa-mir-320a	0.152036
SIM2	hsa-mir-2110	0.152034
MPZL3	hsa-mir-6781	0.152026
PPM1F	hsa-mir-576	0.152022
STRIP1	hsa-mir-19a	0.152021
ASPRV1	hsa-mir-629	0.15202
TSNAX	hsa-mir-34c	0.152017
MYO9A	hsa-mir-1914	0.152016
PNCK	hsa-mir-296	0.152012
POLD1	hsa-mir-6511b-1	0.152007
PTCH2	hsa-mir-6510	0.152005
AIF1L	hsa-mir-30a	0.152003
HERC6	hsa-mir-518e	0.152
PGLS	hsa-mir-424	0.152
NRROS	hsa-mir-6877	0.151999
MANSC1	hsa-mir-374a	0.151996
MAP3K7CL	hsa-mir-511	0.151992
CYP27A1	hsa-mir-455	0.151989
PPP1R21	hsa-mir-6820	0.151987
KRT73	hsa-mir-4782	0.151981
PAFAH2	hsa-mir-5092	0.151981
SDHA	hsa-mir-29a	0.151981
NPIPB4	hsa-mir-502	0.15198
EXOG	hsa-mir-199a-2	0.15198
CDHR3	hsa-mir-550a-1	0.151973
ABCC3	hsa-mir-1914	0.151973
ERCC6L	hsa-mir-550a-3	0.15197
ORC1	hsa-mir-331	0.15197
ZNF217	hsa-mir-551b	0.151957
UGCG	hsa-mir-103a-1	0.151953
ABCA7	hsa-mir-96	0.151951
NPIPB7	hsa-mir-92a-2	0.151948
FOSL2	hsa-mir-320c-2	0.151948
S100A7	hsa-mir-147b	0.15194
MAMDC2	hsa-mir-15b	0.151938
CHRDL1	hsa-mir-330	0.151937
PARD6B	hsa-mir-494	0.151936
TMEM125	hsa-mir-19b-1	0.151934
TTC29	hsa-mir-106b	0.151932
PARVG	hsa-mir-1228	0.151923
UBR1	hsa-mir-224	0.151921
DDOST	hsa-mir-5092	0.15192
PELI1	hsa-mir-5694	0.15192
FBXL5	hsa-mir-5010	0.151918
FCF1	hsa-mir-532	0.151917
GOLGA6L9	hsa-mir-25	0.151915
CRIP3	hsa-mir-125b-2	0.151906
CETN1	hsa-mir-577	0.151902
PLA2G4E	hsa-mir-605	0.151901
CLMP	hsa-mir-30c-1	0.151896
NCAM1	hsa-mir-6780a	0.151891
CEP250	hsa-mir-181a-1	0.151891
ZNF317	hsa-mir-503	0.15188
SGK3	hsa-mir-381	0.151879
FCHSD1	hsa-mir-4742	0.151877
FYB2	hsa-mir-1976	0.151874
MAPK8	hsa-mir-935	0.151872
CYP2A6	hsa-mir-331	0.151868
GPRASP1	hsa-mir-502	0.151868
D2HGDH	hsa-mir-4442	0.151867
PLAAT5	hsa-mir-675	0.151865
SPAG17	hsa-mir-15a	0.151865
NPIPB7	hsa-mir-3680-2	0.151858
AMZ1	hsa-mir-183	0.151858
GPR31	hsa-mir-548o-2	0.151858
MARK2	hsa-mir-205	0.151856
CD4	hsa-mir-548o-2	0.151856
UBR2	hsa-mir-148a	0.151853
SEPTIN3	hsa-mir-4786	0.151851
UBE2I	hsa-mir-139	0.15185
RHOC	hsa-mir-3173	0.151848
SUCLG2	hsa-mir-6509	0.151845
GATAD2A	hsa-mir-132	0.151839
SMAP2	hsa-mir-5008	0.151836
CARD6	hsa-mir-1249	0.151834
GDPGP1	hsa-mir-186	0.151825
ZNF582	hsa-mir-96	0.151825
RBL1	hsa-mir-744	0.151823
COLQ	hsa-mir-6509	0.151822
IFT140	hsa-mir-23b	0.151819
ZNF260	hsa-mir-96	0.151814
MCUB	hsa-mir-664a	0.151814
ACOT13	hsa-mir-3936	0.151812
NPNT	hsa-mir-1247	0.151811
PCDH11Y	hsa-mir-181d	0.15181
GPRC5D	hsa-mir-24-2	0.151809
P2RY14	hsa-mir-5008	0.151808
KCNS1	hsa-mir-93	0.151806
GTPBP6	hsa-mir-3614	0.151801
SRXN1	hsa-mir-639	0.1518
TMEM25	hsa-mir-7-1	0.1518
PFKP	hsa-mir-103a-2	0.151792
CD48	hsa-mir-15a	0.15179
NUDT1	hsa-mir-2277	0.15179
KLK14	hsa-mir-381	0.151789
PLAA	hsa-mir-6501	0.151784
FAT3	hsa-mir-199b	0.151775
ITPK1	hsa-mir-136	0.151774
PHOSPHO1	hsa-mir-3677	0.151773
PRRT1	hsa-mir-329-2	0.15177
FLT1	hsa-mir-5691	0.151767
MMP23B	hsa-mir-654	0.151766
FNDC8	hsa-mir-4726	0.151763
VPS35L	hsa-mir-4782	0.15176
VPS41	hsa-mir-26a-2	0.15176
ADM2	hsa-mir-6892	0.151757
TIRAP	hsa-mir-4746	0.151753
SMIM5	hsa-mir-150	0.151752
WDR81	hsa-mir-4419b	0.151747
STYK1	hsa-mir-374a	0.151744
EFEMP1	hsa-mir-2276	0.151743
CDHR4	hsa-mir-106b	0.151738
PFDN2	hsa-mir-518b	0.151738
WDR19	hsa-mir-17	0.151728
AKR1C2	hsa-mir-133a-1	0.151721
EHD2	hsa-mir-372	0.151721
ARSL	hsa-mir-6805	0.151714
FGF14	hsa-mir-125b-2	0.151713
RPL26L1	hsa-mir-486-2	0.151711
COX4I2	hsa-mir-151b	0.151707
TOR3A	hsa-mir-2115	0.151706
ICOSLG	hsa-mir-5699	0.1517
ADRA2C	hsa-mir-508	0.151699
ASCC1	hsa-mir-429	0.151698
GNA11	hsa-mir-146a	0.151698
PEX6	hsa-mir-1-1	0.151697
TANK	hsa-mir-1976	0.151695
E4F1	hsa-mir-6854	0.151694
ZNF521	hsa-mir-382	0.151693
DGKD	hsa-mir-212	0.151687
PHLPP2	hsa-mir-499a	0.151684
SIAH2	hsa-mir-196b	0.151683
IL16	hsa-mir-15a	0.151681
NEK1	hsa-mir-744	0.151678
RCOR3	hsa-let-7d	0.151677
SOX21	hsa-mir-433	0.151676
OR1L8	hsa-mir-5703	0.151672
ZNF165	hsa-mir-3942	0.15167
CDH24	hsa-mir-512-2	0.151669
AFTPH	hsa-mir-652	0.151667
GABBR2	hsa-mir-339	0.151662
DHFR	hsa-mir-4714	0.151657
GRM2	hsa-mir-3651	0.151655
KCNU1	hsa-mir-214	0.15165
ZNF701	hsa-let-7c	0.151649
LAIR1	hsa-mir-4326	0.151648
CDPF1	hsa-mir-106a	0.151641
FLOT1	hsa-mir-130a	0.151637
SGO1	hsa-mir-221	0.151637
CBARP	hsa-mir-4787	0.151637
CHUK	hsa-mir-9-1	0.151634
TXLNG	hsa-mir-3064	0.151633
ATP9A	hsa-mir-6877	0.151627
CCN3	hsa-mir-3690-1	0.151626
SLC4A1AP	hsa-mir-374b	0.151625
PLAAT5	hsa-mir-4435-1	0.151624
CIP2A	hsa-mir-193b	0.151624
IDUA	hsa-mir-181c	0.15162
IGSF21	hsa-mir-431	0.151613
GUCA2A	hsa-mir-512-1	0.151608
CALB2	hsa-mir-6871	0.151605
COL16A1	hsa-mir-605	0.151602
TRARG1	hsa-mir-4444-1	0.151601
STPG2	hsa-mir-6738	0.151601
TMEM209	hsa-mir-6871	0.151601
NAA38	hsa-mir-139	0.151599
DYNC2LI1	hsa-mir-503	0.151595
FAM107B	hsa-mir-3677	0.151594
LYAR	hsa-mir-375	0.15159
PAFAH2	hsa-mir-1976	0.151588
PLPP4	hsa-mir-590	0.151587
SERBP1	hsa-mir-3655	0.151587
HTR1B	hsa-mir-6716	0.151585
KCNS1	hsa-mir-106b	0.151585
NOP14	hsa-mir-2355	0.151585
SEMA3B	hsa-mir-548k	0.151583
RELB	hsa-mir-107	0.151577
PIGF	hsa-mir-34a	0.151576
ITM2A	hsa-mir-548aw	0.151574
SLC22A24	hsa-mir-3620	0.151572
RARRES2	hsa-mir-708	0.151572
STK36	hsa-mir-181c	0.151571
RPS20	hsa-mir-6503	0.151571
FUCA2	hsa-mir-147b	0.151568
GSTO2	hsa-mir-6826	0.151566
S100A4	hsa-mir-4677	0.15156
CACNB3	hsa-mir-5691	0.151552
CAPN7	hsa-mir-146a	0.151551
PDCD1LG2	hsa-mir-4444-1	0.151545
TPCN2	hsa-mir-3940	0.15154
CCDC115	hsa-mir-3190	0.151539
SIGLEC11	hsa-mir-766	0.151536
PCDHGA4	hsa-mir-600	0.151534
KCNC2	hsa-mir-26b	0.151534
RAD50	hsa-mir-130b	0.151528
NUP107	hsa-mir-6805	0.151528
SUMO3	hsa-mir-1343	0.151527
GFRA4	hsa-mir-455	0.151527
LRRC40	hsa-mir-1271	0.151518
KMT5A	hsa-mir-766	0.151516
MOS	hsa-mir-125a	0.151516
CCNL1	hsa-mir-5000	0.151516
VPS9D1	hsa-mir-500a	0.151511
ZNF157	hsa-mir-3065	0.151504
SPARC	hsa-mir-320b-2	0.151503
DEPTOR	hsa-mir-4772	0.1515
C17orf113	hsa-mir-34c	0.151498
CHMP7	hsa-mir-100	0.151495
DSP	hsa-mir-3928	0.151495
GTSF1	hsa-mir-4793	0.151493
SLC22A15	hsa-mir-532	0.151489
PPP4R1	hsa-mir-5008	0.151483
DBF4	hsa-mir-580	0.151481
INSYN2B	hsa-mir-92a-1	0.151479
CELSR2	hsa-mir-3677	0.151479
ISCA1	hsa-mir-6833	0.151478
FMOD	hsa-mir-224	0.151477
PARS2	hsa-mir-5684	0.151476
CRYBA2	hsa-mir-221	0.151471
LYSMD1	hsa-mir-5002	0.151466
ZKSCAN8	hsa-mir-6737	0.151461
UGT2B4	hsa-let-7a-2	0.151461
OMD	hsa-mir-432	0.15146
H3C1	hsa-mir-1306	0.151451
SH3D19	hsa-mir-3928	0.151449
LAIR1	hsa-mir-550a-1	0.151446
HIGD2B	hsa-mir-5091	0.151442
UBE2G1	hsa-mir-625	0.15143
PSD4	hsa-mir-3157	0.151428
H6PD	hsa-mir-7-1	0.151428
ST14	hsa-mir-4791	0.151422
MYOCD	hsa-mir-548v	0.151422
MPP6	hsa-mir-182	0.151421
CEP76	hsa-mir-651	0.151421
SLC45A3	hsa-mir-23a	0.15142
GPR132	hsa-mir-133a-1	0.151417
AGAP5	hsa-mir-487a	0.151415
SNX17	hsa-mir-574	0.151415
PFDN2	hsa-mir-486-1	0.151413
JRK	hsa-mir-186	0.151411
C11orf87	hsa-mir-429	0.151411
DPH7	hsa-let-7f-1	0.151409
RPS3A	hsa-mir-95	0.151406
PSMG3	hsa-mir-376c	0.151395
KCNAB2	hsa-let-7f-2	0.151395
PARP2	hsa-mir-539	0.151393
CEACAM4	hsa-mir-4745	0.151393
RNF8	hsa-mir-584	0.151391
ZNF397	hsa-mir-6737	0.151389
ARID3A	hsa-mir-5003	0.151385
EXOSC6	hsa-mir-556	0.151384
RAB30	hsa-mir-25	0.151384
SEC14L1	hsa-mir-203a	0.151381
CEP250	hsa-mir-3652	0.151381
PRB3	hsa-mir-190a	0.151379
ARHGAP12	hsa-mir-2355	0.151378
RBMX2	hsa-mir-6510	0.151378
ZNF260	hsa-mir-363	0.151377
HES7	hsa-mir-191	0.151377
NDUFA3	hsa-mir-26a-2	0.151377
SPRN	hsa-mir-4640	0.151374
NBPF11	hsa-mir-643	0.151369
CSDC2	hsa-mir-128-2	0.151365
PLPPR5	hsa-mir-2115	0.151363
MRPL36	hsa-mir-1271	0.151362
EIPR1	hsa-mir-3926-1	0.151361
PGBD5	hsa-mir-136	0.151358
PYM1	hsa-mir-6508	0.151356
CCM2	hsa-mir-939	0.151356
TRPM2	hsa-mir-570	0.151353
SAMD4A	hsa-mir-4741	0.15135
CYP4F22	hsa-mir-7706	0.151349
CBFA2T3	hsa-mir-1245a	0.151348
MBP	hsa-mir-3150a	0.151346
TCF7L1	hsa-mir-101-2	0.151338
NIPSNAP2	hsa-mir-1247	0.15133
LEPROT	hsa-let-7i	0.151328
TRIP13	hsa-mir-335	0.151328
TSTD3	hsa-mir-3651	0.151326
KCNH1	hsa-mir-4758	0.151326
HNRNPH1	hsa-mir-3934	0.151325
DGKE	hsa-mir-4787	0.151324
AP1M2	hsa-mir-376a-1	0.151323
SKA2	hsa-mir-301a	0.151322
PLEKHG4	hsa-mir-5092	0.15131
RNF26	hsa-mir-139	0.151308
ASPM	hsa-mir-658	0.151306
BRD3	hsa-mir-6877	0.151302
NID1	hsa-mir-765	0.151302
RELB	hsa-mir-103a-1	0.1513
ENSA	hsa-mir-6821	0.151299
SMOC1	hsa-mir-9-1	0.151297
SUCNR1	hsa-mir-324	0.151293
NSFL1C	hsa-mir-29c	0.151291
CSTA	hsa-mir-3936	0.151288
ERO1A	hsa-mir-21	0.151286
E2F7	hsa-mir-200c	0.151285
CD207	hsa-mir-1307	0.151284
EAPP	hsa-mir-93	0.151282
COBL	hsa-mir-181d	0.151281
TMEM176A	hsa-mir-4638	0.15128
CRYBB2	hsa-mir-6826	0.151279
AHCYL2	hsa-mir-210	0.151278
C18orf54	hsa-mir-1226	0.151275
TMTC2	hsa-mir-194-1	0.151269
MAFF	hsa-mir-7-2	0.151268
HSF4	hsa-mir-628	0.151267
LHFPL1	hsa-mir-3664	0.151263
FHL3	hsa-mir-219a-1	0.151259
ZDHHC1	hsa-mir-185	0.151259
NIBAN1	hsa-mir-6762	0.151259
SGCG	hsa-mir-370	0.151259
PARN	hsa-mir-769	0.151258
BEAN1	hsa-mir-3615	0.151253
NDUFAB1	hsa-mir-3115	0.151252
GPR20	hsa-mir-574	0.15125
PSTPIP2	hsa-mir-3190	0.15125
DTX3	hsa-mir-151b	0.151244
EXD2	hsa-mir-339	0.151241
HMGB3	hsa-mir-658	0.151241
PTPN20	hsa-mir-3074	0.151233
ETS2	hsa-mir-642a	0.151233
DCLK1	hsa-mir-4680	0.15123
REM1	hsa-mir-5703	0.151225
CFD	hsa-mir-451a	0.151221
NOP56	hsa-mir-340	0.151217
METAP1	hsa-mir-4286	0.151214
CIAO3	hsa-mir-136	0.151214
TMEM8B	hsa-mir-375	0.151213
MUC13	hsa-mir-7706	0.151212
SF3B2	hsa-mir-6511b-1	0.151207
PROKR1	hsa-mir-1271	0.151204
CADM1	hsa-mir-374c	0.151203
MRTO4	hsa-mir-6798	0.151203
CTNNBIP1	hsa-mir-4482	0.151202
PLEKHH2	hsa-mir-1226	0.151202
SULT1C4	hsa-mir-466	0.1512
SBF1	hsa-mir-411	0.151199
RALGPS1	hsa-let-7g	0.151198
ZDHHC9	hsa-mir-532	0.151197
IGFBP4	hsa-mir-4665	0.151193
SPEG	hsa-mir-345	0.151193
MARCHF1	hsa-mir-570	0.151189
FADS2	hsa-mir-5695	0.151187
RARB	hsa-mir-202	0.151183
WWP2	hsa-mir-34c	0.151182
ZWILCH	hsa-mir-3170	0.151177
YPEL4	hsa-mir-1306	0.151177
ZNF530	hsa-mir-1292	0.151169
ETFRF1	hsa-mir-632	0.151168
TRPC5OS	hsa-mir-4748	0.151167
POLB	hsa-mir-548d-2	0.151167
BICRAL	hsa-mir-382	0.151164
SESN3	hsa-mir-370	0.15116
SRRM5	hsa-mir-454	0.151153
TCERG1L	hsa-mir-3150a	0.151149
KRTCAP3	hsa-mir-320b-1	0.151145
ZNF254	hsa-mir-492	0.151143
RPS6KA1	hsa-mir-1229	0.151142
TAS2R19	hsa-mir-6737	0.151138
CELF4	hsa-mir-320a	0.151138
MAGT1	hsa-mir-3936	0.151137
PPP4R4	hsa-let-7a-1	0.151134
SLBP	hsa-mir-30c-1	0.151133
MRPL54	hsa-mir-6741	0.151127
RETREG1	hsa-mir-411	0.151123
COPS5	hsa-mir-629	0.151123
MRPL21	hsa-mir-106b	0.151122
TCN1	hsa-mir-376a-1	0.15112
CHRNB2	hsa-mir-101-1	0.151119
COA6	hsa-mir-217	0.151118
AKAP14	hsa-mir-106b	0.151111
NPR2	hsa-mir-3115	0.151111
MPP6	hsa-mir-377	0.151106
TMEM87A	hsa-mir-92a-2	0.151105
GBF1	hsa-mir-486-1	0.151103
TP53AIP1	hsa-mir-1181	0.151102
ST6GALNAC2	hsa-mir-4668	0.151099
HIF1AN	hsa-mir-1307	0.151098
RIMS2	hsa-mir-382	0.151095
POGLUT2	hsa-mir-5004	0.151095
GPBP1	hsa-mir-5004	0.151095
USP27X	hsa-mir-500a	0.151089
MYL12B	hsa-mir-151b	0.151083
E2F5	hsa-mir-145	0.151078
CD63	hsa-mir-767	0.151077
MAD1L1	hsa-mir-339	0.151072
PKD2	hsa-mir-6508	0.151071
THAP3	hsa-mir-6728	0.151066
NCOA4	hsa-mir-196a-1	0.151065
ORMDL3	hsa-mir-6894	0.151065
POMZP3	hsa-mir-624	0.151062
LGSN	hsa-mir-576	0.151062
ETV5	hsa-mir-580	0.151056
TVP23C	hsa-mir-3622a	0.151056
PPP6R1	hsa-mir-15a	0.151056
C16orf96	hsa-mir-5002	0.151055
ZNF419	hsa-mir-501	0.151052
SSPN	hsa-mir-6892	0.151049
ATR	hsa-mir-548q	0.151043
CAPN5	hsa-mir-140	0.151043
RCBTB1	hsa-mir-9-1	0.151043
MRPL39	hsa-mir-499a	0.151041
ZSWIM9	hsa-mir-6842	0.151039
ACOT12	hsa-mir-324	0.151033
BICRAL	hsa-mir-34c	0.15103
SLC9B1	hsa-mir-130b	0.151027
MYO1B	hsa-mir-6871	0.151015
SYT14	hsa-mir-197	0.15101
LRRN2	hsa-mir-3127	0.151008
GDF7	hsa-mir-4715	0.151007
CTBP1	hsa-mir-5010	0.151006
APOL2	hsa-mir-5691	0.151005
MSTO1	hsa-mir-3939	0.151005
OLFML3	hsa-mir-5004	0.151002
USP6	hsa-mir-377	0.150998
VSTM4	hsa-mir-1254-1	0.150994
FNDC11	hsa-mir-218-1	0.15099
LRATD2	hsa-mir-4758	0.150985
PPP2CA	hsa-mir-202	0.150984
TSG101	hsa-mir-222	0.150977
TCEAL7	hsa-mir-659	0.150975
TASOR2	hsa-mir-186	0.150973
RPS6	hsa-mir-6892	0.150972
SMC4	hsa-mir-1296	0.150971
HLA-DPB1	hsa-mir-15a	0.15097
TCTA	hsa-mir-548o-2	0.150964
SLC7A5	hsa-mir-105-1	0.150956
QSOX2	hsa-mir-632	0.150949
SLC16A2	hsa-mir-1277	0.150948
POM121C	hsa-mir-6716	0.150945
HTR4	hsa-mir-200b	0.150945
ZNF181	hsa-let-7f-1	0.150929
SLC6A6	hsa-mir-3620	0.150929
CDHR5	hsa-mir-4723	0.150929
PAX5	hsa-mir-6806	0.150928
FAXC	hsa-mir-4444-2	0.150926
SLC38A6	hsa-mir-6854	0.150925
WDR75	hsa-let-7a-3	0.150914
PFDN5	hsa-mir-6508	0.150913
DDTL	hsa-mir-425	0.15091
DPP6	hsa-mir-629	0.150905
PRPF31	hsa-mir-511	0.150905
ZNF595	hsa-mir-509-2	0.150902
