ensembl_gene_id	miRNA_ID	MI
MRPL9	hsa-mir-34c	0.165676
PCNX1	hsa-mir-194-1	0.165665
ITGAE	hsa-mir-32	0.165655
ARMC3	hsa-mir-5690	0.165647
IGF2BP2	hsa-mir-6739	0.165646
OCIAD1	hsa-mir-5008	0.165635
SLITRK2	hsa-mir-6511b-1	0.165633
FMNL1	hsa-mir-605	0.165629
NELFCD	hsa-mir-653	0.165628
PLA2G5	hsa-mir-15a	0.165627
NXPH4	hsa-mir-3934	0.165625
UBE2H	hsa-mir-3655	0.165624
CTRB2	hsa-mir-2276	0.165616
SEC24C	hsa-mir-3127	0.165609
HACD3	hsa-mir-452	0.165603
GORAB	hsa-mir-5004	0.165597
C1orf100	hsa-mir-889	0.165595
HMG20A	hsa-mir-192	0.165591
CLRN2	hsa-mir-100	0.165584
ADAMTS18	hsa-mir-6877	0.16558
FGGY	hsa-mir-874	0.165573
ITGAM	hsa-mir-4444-1	0.165567
PCDHB7	hsa-mir-6882	0.165562
TRPC5OS	hsa-mir-145	0.165555
ALDOA	hsa-mir-3198-2	0.165553
CDC25A	hsa-mir-15b	0.165552
DDI2	hsa-mir-3173	0.16555
PHRF1	hsa-mir-10a	0.165546
NME7	hsa-mir-676	0.165544
RNF187	hsa-mir-4742	0.165527
CCNJL	hsa-mir-181c	0.165527
NID2	hsa-mir-551b	0.165516
ICAM1	hsa-mir-4449	0.165513
HDHD2	hsa-mir-4661	0.165493
BLM	hsa-mir-1296	0.165491
FXYD4	hsa-mir-126	0.165464
L1TD1	hsa-mir-26a-2	0.165461
SLC25A3	hsa-mir-4482	0.165442
TRPM6	hsa-mir-1248	0.165438
SNRNP70	hsa-mir-600	0.165436
PHPT1	hsa-mir-942	0.165436
MEGF11	hsa-mir-935	0.165432
AK9	hsa-mir-7854	0.165432
CLEC5A	hsa-mir-6892	0.165426
RPS10-NUDT3	hsa-mir-98	0.165418
KIFBP	hsa-mir-1254-1	0.165413
GALNT10	hsa-mir-301a	0.165411
TMEM82	hsa-mir-26a-2	0.165403
PEX7	hsa-mir-3173	0.165397
AIFM3	hsa-mir-149	0.165392
MYBL1	hsa-mir-200c	0.165388
CACNG1	hsa-mir-543	0.165368
SNPH	hsa-mir-450a-1	0.165366
PSG1	hsa-let-7c	0.165363
CCDC200	hsa-mir-5000	0.165357
FABP3	hsa-mir-30d	0.165351
HRCT1	hsa-mir-199a-1	0.16535
IDUA	hsa-mir-196b	0.165341
SNX15	hsa-mir-147b	0.165338
NIPSNAP3A	hsa-mir-320b-2	0.165332
MAP3K10	hsa-mir-3651	0.165326
ADGRE2	hsa-mir-4444-1	0.165314
SSR1	hsa-mir-379	0.165313
FBN2	hsa-mir-144	0.165311
BRS3	hsa-mir-3610	0.165293
KLHDC8A	hsa-mir-3616	0.16529
GRIN3B	hsa-mir-144	0.165286
ZNF853	hsa-mir-1538	0.165285
TM4SF1	hsa-mir-3617	0.165284
ACKR4	hsa-mir-1307	0.165283
RPL10A	hsa-mir-3655	0.165276
FMOD	hsa-mir-449a	0.165268
NOP14	hsa-let-7a-2	0.165267
CST9L	hsa-mir-1915	0.165266
KIF19	hsa-mir-486-1	0.165261
DCDC2B	hsa-mir-6737	0.165257
GZMA	hsa-mir-182	0.165232
B4GALT3	hsa-mir-3909	0.165213
TLK2	hsa-mir-98	0.165211
PRCP	hsa-mir-10b	0.165206
NUP42	hsa-mir-2355	0.165202
HSPA1A	hsa-mir-3136	0.1652
MYO18B	hsa-mir-548o-2	0.1652
TMEM270	hsa-mir-887	0.165196
RBMXL1	hsa-mir-1180	0.165171
LGALS3	hsa-mir-450a-2	0.165171
DDX60L	hsa-mir-190b	0.165144
UBR5	hsa-mir-496	0.165143
FGFBP2	hsa-mir-658	0.165123
MAPK6	hsa-mir-509-1	0.165122
PEPD	hsa-mir-4523	0.1651
MCTP2	hsa-mir-32	0.165099
CST4	hsa-mir-183	0.165098
CDC6	hsa-mir-375	0.165095
ALKBH6	hsa-mir-7706	0.165087
YWHAQ	hsa-mir-940	0.165078
DPH6	hsa-mir-580	0.165074
ASH2L	hsa-mir-642a	0.165065
JPH4	hsa-mir-339	0.165062
WNT9A	hsa-mir-4660	0.165056
FBXO5	hsa-mir-1226	0.165051
POU3F2	hsa-mir-183	0.165049
RPS29	hsa-mir-6821	0.165044
CDYL	hsa-mir-128-1	0.165038
SMG6	hsa-mir-580	0.165037
AKAP12	hsa-mir-484	0.16503
POC1B	hsa-mir-6894	0.165022
TMEM192	hsa-mir-6805	0.165012
NSD3	hsa-mir-6842	0.164999
XYLT1	hsa-mir-181a-1	0.164992
ARID5A	hsa-mir-6501	0.164983
ZNF852	hsa-mir-935	0.164976
APRT	hsa-mir-301a	0.164969
PRIM2	hsa-mir-1291	0.164967
DNM1L	hsa-mir-101-1	0.164943
NOL4L	hsa-mir-3607	0.16493
APPL2	hsa-mir-15b	0.164928
SEMA6A	hsa-mir-223	0.164923
CD247	hsa-let-7f-1	0.164916
MTFR1L	hsa-mir-130a	0.164916
HACD3	hsa-mir-589	0.164916
SPAST	hsa-mir-5694	0.164914
CDNF	hsa-mir-5091	0.164902
ICA1L	hsa-mir-1226	0.164887
NDUFS1	hsa-mir-548d-2	0.164874
KLRD1	hsa-mir-32	0.164853
HAUS7	hsa-mir-485	0.16485
HNRNPK	hsa-mir-301b	0.16485
CXCL16	hsa-mir-6892	0.164839
PUS1	hsa-mir-25	0.164838
ZNF320	hsa-mir-188	0.164833
MRPS22	hsa-mir-30a	0.164833
ULK3	hsa-mir-5706	0.164826
HIP1	hsa-mir-584	0.164824
IGHMBP2	hsa-mir-25	0.164822
GJA9	hsa-mir-1306	0.164822
WASHC1	hsa-mir-1468	0.164816
CSRNP2	hsa-mir-6087	0.164816
CDK17	hsa-mir-151a	0.164812
DNAL1	hsa-mir-1228	0.16481
PSKH1	hsa-mir-616	0.164809
LRRC46	hsa-mir-744	0.164801
C4BPB	hsa-mir-629	0.164799
ABCC3	hsa-mir-542	0.164799
TCEAL4	hsa-mir-3150b	0.164796
FAM107A	hsa-mir-140	0.164787
IGFL4	hsa-mir-337	0.164785
BMP2K	hsa-mir-1910	0.164784
PRPSAP1	hsa-mir-192	0.164782
PDE12	hsa-mir-29b-2	0.164781
NMT1	hsa-mir-5695	0.164776
PTX3	hsa-mir-379	0.164775
MATN2	hsa-mir-191	0.16477
SCARF1	hsa-mir-6716	0.164764
JARID2	hsa-mir-4728	0.164762
ANKRD13C	hsa-mir-665	0.164759
PARG	hsa-mir-598	0.16475
NDP	hsa-mir-30d	0.164735
MYOF	hsa-mir-3680-1	0.164707
TUBB4B	hsa-mir-4733	0.164703
B3GALT6	hsa-mir-3928	0.164683
PRKAG3	hsa-mir-183	0.164681
PIH1D1	hsa-mir-3622b	0.164676
MANEAL	hsa-mir-503	0.164675
BCAP29	hsa-mir-433	0.164674
TFEC	hsa-mir-550a-1	0.164668
PNMA5	hsa-mir-632	0.164665
MORF4L2	hsa-mir-30c-1	0.16466
KERA	hsa-mir-1306	0.164657
SAG	hsa-mir-1307	0.164645
SLC4A9	hsa-mir-6514	0.164644
RHBDD3	hsa-mir-329-2	0.164643
PALM3	hsa-mir-132	0.164641
HOXA6	hsa-mir-181a-2	0.164637
LRRC10	hsa-mir-15a	0.164636
YAP1	hsa-mir-4715	0.164622
MRPL51	hsa-mir-509-3	0.164618
APOBEC4	hsa-mir-103a-1	0.164614
PPP1R15B	hsa-mir-5698	0.164609
DEPDC4	hsa-mir-500a	0.164607
EBP	hsa-mir-340	0.164607
SOD2	hsa-mir-214	0.164605
BTBD7	hsa-mir-632	0.164605
MKI67	hsa-mir-6516	0.164598
RANBP3L	hsa-mir-24-2	0.164596
GFOD1	hsa-mir-9-2	0.164582
KIAA1841	hsa-mir-548v	0.164579
LARGE2	hsa-mir-4714	0.164574
COPG2	hsa-mir-376c	0.164574
MATR3	hsa-mir-6737	0.164565
RBBP9	hsa-mir-455	0.164543
NME9	hsa-mir-518b	0.16453
DDX54	hsa-mir-25	0.164527
SLC10A6	hsa-mir-3613	0.164523
DOCK4	hsa-mir-939	0.164516
CLDN9	hsa-mir-3140	0.164513
ZHX1	hsa-mir-3064	0.164501
NLRC5	hsa-mir-323b	0.1645
SLC26A2	hsa-mir-205	0.164495
GPR156	hsa-mir-4746	0.164491
PRRG2	hsa-mir-3622b	0.164478
NUDT3	hsa-mir-3607	0.164472
RFX2	hsa-mir-200c	0.164472
ZZEF1	hsa-mir-29b-1	0.164465
SAFB2	hsa-mir-1185-1	0.164461
PFKFB2	hsa-mir-136	0.164461
CMIP	hsa-mir-616	0.164456
SSTR2	hsa-mir-3140	0.164454
ZHX1-C8orf76	hsa-mir-125a	0.164443
ZNF85	hsa-mir-10a	0.164439
RPGRIP1	hsa-mir-340	0.164432
IQCN	hsa-mir-548au	0.164431
SYT5	hsa-mir-105-2	0.164431
WDR5	hsa-mir-2355	0.164427
SPRY3	hsa-mir-16-2	0.164425
JTB	hsa-mir-4714	0.164424
RITA1	hsa-mir-6506	0.164422
DNAAF1	hsa-mir-320d-1	0.164421
PUF60	hsa-mir-543	0.164415
ZNF174	hsa-mir-363	0.164415
DCAF12L2	hsa-mir-502	0.164385
CYTH1	hsa-mir-6833	0.164377
TSPAN4	hsa-mir-4645	0.164374
ENO3	hsa-mir-3680-2	0.164371
GRPEL1	hsa-mir-181c	0.16436
CDS2	hsa-mir-181d	0.16436
RAB6C	hsa-mir-133a-2	0.164357
ZNF627	hsa-mir-376a-1	0.164351
IL13RA2	hsa-let-7g	0.16434
PCDHA6	hsa-mir-218-1	0.164338
PRDX4	hsa-mir-326	0.164317
UCKL1	hsa-mir-3620	0.164316
EPS8	hsa-mir-3194	0.164316
EXTL1	hsa-mir-495	0.164311
USP36	hsa-mir-492	0.164298
CLPP	hsa-mir-433	0.164294
INAVA	hsa-mir-487a	0.164286
UBE2B	hsa-mir-4723	0.164282
BCL2L2-PABPN1	hsa-mir-3942	0.164275
FIBIN	hsa-mir-432	0.16427
TASOR	hsa-mir-6509	0.164262
MARCHF4	hsa-mir-1284	0.16426
BBOF1	hsa-mir-3622a	0.164256
USHBP1	hsa-mir-26b	0.164251
DDR2	hsa-mir-641	0.164244
ZBTB48	hsa-mir-1288	0.164242
FAM9B	hsa-mir-7-2	0.164233
CIB1	hsa-mir-501	0.164228
CCSER1	hsa-mir-1271	0.164218
SEMA5B	hsa-mir-6501	0.164194
C1QTNF7	hsa-let-7f-1	0.164192
LRAT	hsa-mir-98	0.164192
GNG2	hsa-mir-624	0.164191
BLCAP	hsa-mir-101-1	0.164175
SLC9A4	hsa-mir-146b	0.164168
TIGD7	hsa-mir-96	0.164158
UBE2A	hsa-mir-337	0.164158
PCDHA7	hsa-mir-589	0.164152
FOXO3B	hsa-mir-1306	0.164112
TSHR	hsa-mir-486-2	0.164102
CSNK2A1	hsa-mir-196a-1	0.164093
POU3F2	hsa-mir-4525	0.16409
TUBGCP2	hsa-mir-598	0.164087
CIAPIN1	hsa-mir-5004	0.164084
FKBP4	hsa-mir-539	0.164064
NCOA6	hsa-mir-4420	0.16406
SLC22A14	hsa-mir-98	0.164057
NKAIN4	hsa-mir-204	0.164055
CDK6	hsa-mir-19a	0.164049
STARD8	hsa-mir-6513	0.164042
PDCD6	hsa-mir-518b	0.164036
ZC3H12C	hsa-mir-29b-1	0.164033
GRN	hsa-mir-598	0.164027
CYP20A1	hsa-mir-548j	0.164018
RAB37	hsa-mir-4435-1	0.164014
SIK1B	hsa-mir-149	0.164013
NDUFA10	hsa-mir-4785	0.164012
BAG6	hsa-mir-128-2	0.164003
PIP5K1B	hsa-mir-1227	0.164001
NOVA2	hsa-mir-17	0.163998
JAKMIP1	hsa-mir-23b	0.163995
USP30	hsa-mir-301b	0.163969
CHST10	hsa-mir-3928	0.163963
RXRB	hsa-mir-503	0.163962
BPIFC	hsa-mir-26b	0.163956
POTEI	hsa-mir-7705	0.16395
PIP4K2A	hsa-mir-338	0.163949
FAM124B	hsa-mir-375	0.163933
KLHL22	hsa-mir-744	0.163932
ID4	hsa-mir-135b	0.163931
CTSC	hsa-mir-1254-1	0.16393
ZNF583	hsa-mir-96	0.163923
CREM	hsa-mir-4525	0.163918
AMOTL2	hsa-mir-6758	0.163916
RTEL1-TNFRSF6B	hsa-mir-4638	0.163915
TTLL5	hsa-mir-409	0.163912
MTURN	hsa-mir-409	0.163906
COL19A1	hsa-mir-935	0.1639
FASTKD3	hsa-mir-125b-1	0.163896
CCDC160	hsa-mir-4728	0.163893
ST6GAL1	hsa-mir-186	0.163891
CYP4A22	hsa-mir-574	0.163888
WDR46	hsa-mir-5690	0.163879
MPST	hsa-mir-1301	0.163865
GNG10	hsa-let-7g	0.16386
ABCE1	hsa-mir-324	0.16386
TP63	hsa-mir-144	0.163853
TEDDM1	hsa-mir-760	0.163852
CTNNA3	hsa-mir-5691	0.163847
FAM81B	hsa-mir-93	0.163839
RND1	hsa-mir-19b-2	0.163831
TNPO2	hsa-mir-744	0.163821
SIK2	hsa-mir-625	0.16382
CUBN	hsa-mir-4677	0.163808
HAGHL	hsa-mir-363	0.163806
SYNPR	hsa-mir-629	0.163787
MEIG1	hsa-mir-26a-1	0.163781
HNRNPD	hsa-mir-5004	0.163781
PGM2	hsa-mir-320a	0.163772
ZP1	hsa-mir-3939	0.163768
NUP155	hsa-mir-125b-1	0.163761
FER1L5	hsa-mir-4793	0.163743
MED16	hsa-mir-605	0.163743
MYCL	hsa-mir-6877	0.163742
CEP89	hsa-mir-508	0.163734
CCT5	hsa-mir-6737	0.163733
CFDP1	hsa-mir-154	0.163728
RNF146	hsa-mir-4657	0.163724
WT1	hsa-mir-493	0.163719
ANKIB1	hsa-mir-93	0.163717
FOXK2	hsa-mir-1269a	0.163715
LRRTM2	hsa-mir-219b	0.163709
RHOG	hsa-mir-3150b	0.163708
ARFGAP1	hsa-mir-5002	0.163706
NRIP2	hsa-mir-28	0.1637
FAM43B	hsa-mir-4638	0.163692
KRBA1	hsa-mir-483	0.163683
DNM2	hsa-mir-4442	0.163679
PLPPR1	hsa-mir-1915	0.163673
BTG4	hsa-mir-139	0.16367
MUC17	hsa-mir-100	0.163667
USP36	hsa-mir-4664	0.163666
VASP	hsa-mir-550a-1	0.163656
FSIP2	hsa-mir-6516	0.163638
CYB5A	hsa-mir-1271	0.163637
SERPINB8	hsa-mir-580	0.163635
LSP1	hsa-let-7f-2	0.163633
TXNDC17	hsa-mir-323a	0.163631
ATP6V1E1	hsa-mir-3926-2	0.163628
SNAPC3	hsa-mir-182	0.163617
SLC22A1	hsa-mir-29a	0.163613
OVCH2	hsa-mir-1270	0.163602
MPRIP	hsa-mir-935	0.163598
HCLS1	hsa-mir-4726	0.163589
SLC33A1	hsa-mir-329-2	0.163589
GABRD	hsa-mir-181a-2	0.163587
CENATAC	hsa-mir-6834	0.16356
CPT2	hsa-mir-665	0.163556
SESN1	hsa-mir-539	0.163552
PPP2R1A	hsa-mir-4443	0.163551
KAT7	hsa-mir-542	0.16355
PCDHB14	hsa-mir-6871	0.163539
DHX29	hsa-mir-197	0.163536
RHBG	hsa-mir-4785	0.163533
SLC22A18AS	hsa-mir-6842	0.163529
STX11	hsa-mir-30c-1	0.163526
HYKK	hsa-mir-629	0.163507
GOLPH3	hsa-mir-6737	0.163505
SETX	hsa-mir-3939	0.163503
FABP5	hsa-mir-3190	0.163499
IL36RN	hsa-mir-582	0.163487
RAB9B	hsa-mir-3150a	0.163484
HGH1	hsa-let-7g	0.163473
IGF1	hsa-mir-4746	0.163469
SH2B2	hsa-mir-132	0.163466
CTNND2	hsa-mir-4728	0.163456
MAP3K7	hsa-mir-105-2	0.163456
WWC1	hsa-mir-4640	0.163454
RPL18A	hsa-mir-222	0.163454
NPEPPS	hsa-mir-4449	0.163453
PDE1C	hsa-mir-1914	0.163449
SIRPG	hsa-mir-15a	0.163448
TTI1	hsa-mir-582	0.163447
MMP28	hsa-mir-181c	0.163446
CCDC174	hsa-mir-6511b-1	0.163443
FAM133A	hsa-mir-17	0.163434
GPR146	hsa-mir-2355	0.16343
AGTPBP1	hsa-mir-6508	0.163428
EVA1A	hsa-mir-574	0.163428
GEMIN5	hsa-mir-147b	0.163428
IFNGR2	hsa-mir-4665	0.163425
RAET1E	hsa-mir-377	0.163422
NHS	hsa-mir-3065	0.163417
SLC5A5	hsa-mir-106a	0.163416
RBM18	hsa-mir-34a	0.163408
ARHGEF38	hsa-mir-4668	0.163399
DDX31	hsa-mir-338	0.163397
MESD	hsa-mir-1288	0.163391
COQ5	hsa-mir-6806	0.163387
MAF1	hsa-mir-6734	0.163384
ANKRD45	hsa-mir-581	0.163374
FGFR4	hsa-mir-378c	0.163369
ERCC2	hsa-mir-130b	0.163369
COG8	hsa-mir-1914	0.16336
BLCAP	hsa-mir-101-2	0.163356
MCOLN1	hsa-mir-376a-1	0.163355
RPF2	hsa-mir-5703	0.16335
LILRB1	hsa-mir-3126	0.163347
EZHIP	hsa-mir-744	0.163339
KRT39	hsa-mir-4756	0.163337
ZSCAN5A	hsa-mir-539	0.163332
AGPAT3	hsa-mir-887	0.163331
CAMK2N1	hsa-mir-1910	0.163317
KCTD14	hsa-mir-576	0.163316
POU5F2	hsa-mir-219b	0.163312
C1QTNF3-AMACR	hsa-mir-6821	0.16331
TIPARP	hsa-mir-369	0.16331
BLOC1S2	hsa-mir-3152	0.163298
PTPRZ1	hsa-mir-1228	0.163297
ZBED5	hsa-mir-7-1	0.163295
NME1	hsa-mir-3150b	0.163291
GPR137B	hsa-let-7c	0.163285
DHX57	hsa-let-7b	0.163284
CDKL4	hsa-mir-203a	0.163269
UBE2K	hsa-mir-320a	0.163267
CEP164	hsa-mir-28	0.163265
CRPPA	hsa-mir-6781	0.163264
PDLIM1	hsa-mir-217	0.163259
RPL39	hsa-mir-10a	0.163254
KCTD7	hsa-mir-7854	0.163251
APOLD1	hsa-mir-143	0.163249
SACS	hsa-mir-4461	0.163246
SLC29A1	hsa-mir-3200	0.163245
CTDP1	hsa-mir-4444-1	0.163242
SP100	hsa-mir-3140	0.16323
PARM1	hsa-mir-33a	0.163228
DCDC2	hsa-mir-877	0.163224
SBK1	hsa-mir-409	0.163222
WDR24	hsa-mir-4728	0.163216
PDGFA	hsa-mir-2115	0.163211
COL17A1	hsa-mir-1537	0.163206
NKAPL	hsa-mir-636	0.163192
PIGF	hsa-mir-191	0.163177
HABP2	hsa-mir-2115	0.163175
TRPM7	hsa-mir-877	0.163174
CSF1R	hsa-mir-548o-2	0.16317
ZSCAN26	hsa-mir-96	0.163168
CDCA7	hsa-mir-28	0.163167
PPA1	hsa-mir-1284	0.163164
LSM12	hsa-mir-598	0.163158
CENPH	hsa-mir-4791	0.163146
MPP7	hsa-mir-6780a	0.16314
DPY19L2	hsa-mir-500a	0.163139
ZBTB48	hsa-mir-340	0.163135
VIT	hsa-mir-760	0.163128
ABCC9	hsa-mir-423	0.163123
EPHA6	hsa-mir-590	0.163108
USP27X	hsa-mir-6877	0.163104
RPS18	hsa-mir-3188	0.163104
THOC7	hsa-mir-3936	0.163098
CMTM6	hsa-mir-3115	0.163093
GABRB3	hsa-mir-214	0.163092
FAM160A1	hsa-mir-548v	0.16309
ATP5IF1	hsa-mir-4755	0.163086
TUSC3	hsa-let-7f-2	0.163081
EDC4	hsa-mir-433	0.16308
TRIM52	hsa-mir-449a	0.163063
NUP188	hsa-mir-4733	0.163062
MAD1L1	hsa-mir-500b	0.163062
PCDHA9	hsa-mir-6737	0.163057
POLI	hsa-mir-539	0.163051
NECAP1	hsa-mir-188	0.163047
BMP8B	hsa-mir-135b	0.163045
SLC28A2	hsa-mir-125b-1	0.163041
FMOD	hsa-mir-625	0.163034
BCL2L14	hsa-mir-183	0.163028
MORN1	hsa-mir-197	0.16302
ATP5PD	hsa-mir-187	0.163014
CCDC150	hsa-mir-3616	0.163013
NCBP2	hsa-mir-3607	0.163009
RGS22	hsa-mir-6871	0.162999
PNLDC1	hsa-mir-4745	0.162988
U2SURP	hsa-mir-574	0.162985
ACSL1	hsa-mir-190b	0.16298
VASH1	hsa-mir-889	0.162969
NAGPA	hsa-mir-658	0.162968
INO80B	hsa-mir-200c	0.162962
TIGD6	hsa-mir-20b	0.162957
UBE2J1	hsa-mir-3622b	0.162955
FFAR2	hsa-mir-133b	0.162955
ZNF660	hsa-mir-1306	0.162952
MDM2	hsa-mir-6737	0.162951
RAB40C	hsa-mir-34a	0.162938
ALG10B	hsa-mir-6737	0.162933
MAP3K6	hsa-mir-133b	0.162929
CREB3L1	hsa-mir-542	0.162911
PCDHGA4	hsa-mir-766	0.162906
RPP40	hsa-mir-4522	0.162901
EFCAB6	hsa-mir-23a	0.162892
KCNJ16	hsa-mir-548o-2	0.162877
LYPD1	hsa-mir-5683	0.162877
BPI	hsa-mir-767	0.162874
C12orf45	hsa-mir-484	0.162853
DLX1	hsa-mir-6826	0.162852
SYCE3	hsa-mir-425	0.162849
ADRA2B	hsa-mir-218-2	0.162842
TENT5C	hsa-mir-148b	0.162837
SLC52A3	hsa-mir-212	0.162835
NIPSNAP3A	hsa-mir-3940	0.162824
YPEL2	hsa-mir-655	0.162811
CD38	hsa-mir-135b	0.162802
COL15A1	hsa-mir-584	0.162779
KIF5A	hsa-mir-1181	0.162778
WNT7B	hsa-mir-143	0.162767
FASTK	hsa-mir-4638	0.162766
LIN28A	hsa-let-7d	0.162756
MMP11	hsa-mir-3140	0.162752
CFAP100	hsa-mir-885	0.162749
SLC25A12	hsa-mir-183	0.162748
PRMT7	hsa-mir-125b-2	0.162741
PSMD1	hsa-mir-5684	0.16273
CEP250	hsa-mir-199a-1	0.162725
ZNF727	hsa-mir-4786	0.162716
RTN4R	hsa-mir-509-2	0.162711
SOGA1	hsa-mir-4420	0.1627
SLC45A4	hsa-mir-6854	0.1627
GPC1	hsa-mir-30d	0.162699
BTG4	hsa-mir-6894	0.162692
TMEM87A	hsa-mir-33a	0.162691
CALR	hsa-mir-5586	0.162689
SOX15	hsa-mir-200a	0.162672
CEP250	hsa-mir-214	0.162669
EPPK1	hsa-mir-30c-2	0.162667
GTPBP10	hsa-mir-4420	0.162667
RIC1	hsa-mir-6737	0.162655
SPX	hsa-mir-29b-1	0.162653
USP39	hsa-mir-652	0.16265
H4-16	hsa-mir-3651	0.16264
PIGO	hsa-mir-375	0.162634
ZNF440	hsa-mir-744	0.162619
RHBDF2	hsa-mir-5581	0.162619
VIM	hsa-mir-1537	0.162619
TCEAL3	hsa-mir-127	0.162616
ZNF814	hsa-mir-17	0.162605
ABHD17C	hsa-mir-3664	0.162601
HDDC3	hsa-mir-6510	0.16259
ITFG2	hsa-mir-1537	0.162586
ATP6V1D	hsa-mir-186	0.162582
TMEM82	hsa-mir-26a-1	0.162577
RASAL3	hsa-mir-15a	0.162568
SPI1	hsa-mir-4726	0.162568
CRB2	hsa-mir-6882	0.162566
GLTP	hsa-mir-552	0.162566
DTD2	hsa-mir-202	0.162565
BBS9	hsa-mir-20b	0.162562
LGALS2	hsa-mir-5684	0.162562
CA8	hsa-mir-25	0.16256
SEC24B	hsa-mir-146a	0.162549
LZTR1	hsa-mir-655	0.162544
MYLPF	hsa-mir-376a-1	0.16254
BICRA	hsa-mir-2355	0.162537
SUSD4	hsa-mir-548aw	0.162536
NEK7	hsa-mir-5698	0.162534
SMAD9	hsa-mir-501	0.162525
S100B	hsa-mir-512-1	0.162497
ZNF318	hsa-mir-1284	0.162484
ARPC5	hsa-mir-196b	0.162477
FAM20A	hsa-mir-134	0.162473
TRAK1	hsa-mir-3942	0.162472
MAD2L1	hsa-mir-221	0.162472
ANPEP	hsa-mir-9-1	0.162463
CRYBA4	hsa-mir-3682	0.162458
ZMYND19	hsa-mir-204	0.162458
FDX2	hsa-mir-196a-1	0.162456
ASH2L	hsa-mir-6842	0.162447
LPAR3	hsa-mir-942	0.162446
UBC	hsa-mir-452	0.162436
RNF4	hsa-mir-26b	0.162434
CMC2	hsa-mir-301a	0.162427
IL6	hsa-mir-500a	0.162426
AP1S1	hsa-mir-616	0.162417
CSNK2B	hsa-mir-320a	0.162414
RAB39A	hsa-mir-4419b	0.162403
METTL16	hsa-mir-6894	0.162403
ARPC3	hsa-mir-335	0.162391
ACTRT3	hsa-mir-2110	0.162384
MS4A14	hsa-mir-24-1	0.162375
BCLAF1	hsa-mir-6087	0.162375
GPR15	hsa-mir-874	0.162368
TET3	hsa-mir-652	0.16236
PATE2	hsa-mir-6516	0.162349
ZKSCAN8	hsa-mir-1284	0.162347
RRP8	hsa-mir-582	0.162338
TGFB2	hsa-mir-497	0.162337
AKR1A1	hsa-mir-30c-2	0.162335
SLC7A4	hsa-mir-6737	0.16233
KIDINS220	hsa-mir-656	0.162326
LRRN1	hsa-mir-548o	0.162325
GDPD5	hsa-mir-935	0.162317
SLC39A11	hsa-mir-4742	0.162316
RIC1	hsa-mir-2355	0.162314
ZC3H13	hsa-mir-4461	0.162307
NDC80	hsa-mir-3909	0.162295
SSTR2	hsa-mir-222	0.162292
ASH2L	hsa-mir-1270	0.162292
RBL2	hsa-mir-675	0.162292
CFAP251	hsa-mir-548f-1	0.162283
SLCO5A1	hsa-mir-6511b-2	0.162281
CDNF	hsa-mir-1287	0.162277
NDUFAF7	hsa-mir-3173	0.162273
LYZL2	hsa-mir-133a-2	0.162267
UGT1A7	hsa-mir-5002	0.162263
WAS	hsa-mir-4726	0.162245
SON	hsa-mir-3173	0.162243
ANK1	hsa-mir-6501	0.162243
SOX5	hsa-mir-632	0.162237
MRPS24	hsa-mir-25	0.162236
ARHGAP36	hsa-mir-26a-1	0.162234
TUSC3	hsa-let-7f-1	0.162229
FAM174B	hsa-mir-493	0.162227
FOXD4L3	hsa-mir-340	0.162223
BLOC1S5	hsa-mir-128-2	0.162219
RFX2	hsa-mir-148a	0.16221
NPIPA1	hsa-mir-486-2	0.162205
RAB30	hsa-mir-4797	0.162205
DNAH12	hsa-mir-140	0.162204
CTU2	hsa-mir-6877	0.162202
UBQLN1	hsa-mir-224	0.162196
FOXI1	hsa-mir-338	0.162189
ZNF772	hsa-mir-7705	0.162183
TAS2R43	hsa-mir-1306	0.162179
ANKRD23	hsa-mir-26a-1	0.162179
FBXL13	hsa-mir-9-3	0.162173
ULBP3	hsa-mir-409	0.162172
POTEI	hsa-mir-342	0.16217
TMEM183A	hsa-mir-6741	0.162151
FOXO1	hsa-mir-3617	0.162138
MRPL54	hsa-mir-27b	0.162135
SLC25A41	hsa-mir-4525	0.162134
WDR74	hsa-mir-3917	0.162128
HDAC4	hsa-mir-3074	0.162125
ALS2CL	hsa-mir-4442	0.162105
CSF2RA	hsa-let-7g	0.162102
ZNF510	hsa-mir-10a	0.162101
MTM1	hsa-mir-616	0.162092
TRIM59	hsa-mir-221	0.162087
THOC7	hsa-mir-6509	0.162083
RERGL	hsa-mir-552	0.162083
FAM110C	hsa-mir-191	0.162082
SLC26A3	hsa-mir-550a-1	0.16208
WNT11	hsa-let-7i	0.16207
GLS	hsa-mir-6758	0.162063
EHD2	hsa-mir-361	0.162062
DICER1	hsa-mir-181c	0.16206
ARL6IP1	hsa-mir-765	0.162057
STOM	hsa-mir-221	0.162044
ICAM5	hsa-mir-758	0.162044
LYNX1	hsa-mir-548q	0.162037
ATP5F1D	hsa-mir-6762	0.162037
TTLL4	hsa-mir-1260b	0.162036
SMPDL3B	hsa-mir-3934	0.162035
RPTOR	hsa-mir-4419b	0.162027
GPR17	hsa-mir-1260b	0.162021
TDRKH	hsa-mir-27b	0.162018
CCL3L1	hsa-mir-1307	0.162016
TMEM132E	hsa-mir-20b	0.162013
PSMC2	hsa-mir-551b	0.162007
RAPGEF2	hsa-mir-433	0.162001
IGSF10	hsa-mir-1306	0.161989
LEMD2	hsa-mir-497	0.161985
