ensembl_gene_id	miRNA_ID	MI
GET3	hsa-mir-3074	0.0886636
BCL10	hsa-mir-186	0.0886579
PSMB10	hsa-mir-2355	0.0886542
SKA3	hsa-mir-600	0.0886529
PPP1CB	hsa-mir-1915	0.0886521
DCP1B	hsa-mir-194-1	0.0886506
NOP9	hsa-mir-7-3	0.0886394
APOA1	hsa-mir-24-2	0.0886374
MYOZ1	hsa-mir-6734	0.0886362
UCK1	hsa-mir-128-1	0.088636
MEIS3	hsa-mir-744	0.0886347
THAP6	hsa-mir-502	0.0886334
ARHGAP17	hsa-mir-940	0.0886298
KHDC1	hsa-mir-653	0.0886256
SLC9A2	hsa-let-7b	0.0886245
CREB1	hsa-mir-140	0.0886218
C8G	hsa-mir-30e	0.0886161
SLC36A4	hsa-let-7a-1	0.0886121
MPLKIP	hsa-mir-339	0.08861
TEX2	hsa-mir-199a-1	0.0886096
MOSPD1	hsa-mir-652	0.0886064
DDX58	hsa-mir-4442	0.0886025
C1orf53	hsa-mir-3130-2	0.0886017
HSD3B1	hsa-mir-5091	0.0885993
UNC13D	hsa-mir-532	0.0885986
TMEM256-PLSCR3	hsa-mir-2277	0.0885982
MOS	hsa-mir-3664	0.0885968
TCEANC	hsa-mir-99a	0.0885939
B3GNT2	hsa-mir-3194	0.0885904
EPHX2	hsa-mir-3150b	0.0885831
ALG10	hsa-mir-23c	0.0885735
CPEB2	hsa-mir-584	0.0885631
CLEC18A	hsa-mir-3614	0.0885567
SNX27	hsa-mir-542	0.0885547
TMEM17	hsa-mir-1343	0.0885545
C8orf34	hsa-mir-501	0.0885525
METRNL	hsa-mir-125b-2	0.0885385
KLHL33	hsa-mir-193a	0.0885311
ARMC12	hsa-mir-3605	0.0885307
TMPRSS6	hsa-mir-1254-2	0.0885243
CNPY3	hsa-mir-6510	0.0885213
FADS3	hsa-mir-199b	0.0885103
SLC43A3	hsa-mir-6833	0.0885079
DR1	hsa-mir-197	0.0885074
RASGRF1	hsa-mir-133a-2	0.0884978
SRRM4	hsa-mir-6821	0.0884953
MTFR1L	hsa-mir-34c	0.0884944
NAAA	hsa-mir-4658	0.0884938
TRIM2	hsa-mir-3607	0.0884866
NUAK2	hsa-mir-29c	0.0884816
PRPF38A	hsa-mir-186	0.0884768
NDN	hsa-let-7a-1	0.0884746
GXYLT1	hsa-mir-187	0.0884544
PPIAL4E	hsa-mir-3178	0.0884501
DNAH3	hsa-mir-128-2	0.0884478
GNA14	hsa-mir-92a-2	0.0884347
POLR2J	hsa-mir-6865	0.0884225
RNF157	hsa-mir-16-1	0.0884208
LOX	hsa-mir-1301	0.088417
SLC25A23	hsa-mir-6833	0.0884109
EXTL1	hsa-mir-6875	0.0884105
NKAIN1	hsa-let-7b	0.0884083
BAIAP2L1	hsa-mir-93	0.0884016
TCF20	hsa-mir-6508	0.0884002
FAXC	hsa-mir-203a	0.0883979
MED15	hsa-mir-6824	0.0883944
BMI1	hsa-mir-6882	0.0883935
ADCY10	hsa-mir-29b-1	0.0883907
FAM241B	hsa-mir-219a-1	0.0883829
HBEGF	hsa-mir-4715	0.0883818
TTL	hsa-mir-6125	0.0883751
INKA2	hsa-mir-148b	0.0883646
SLC5A6	hsa-mir-193a	0.0883642
ITGB1BP2	hsa-mir-6865	0.0883595
CCNB1	hsa-mir-452	0.0883593
SLC35A1	hsa-let-7a-1	0.0883515
PA2G4	hsa-mir-148b	0.0883362
SH3GL3	hsa-mir-3617	0.0883321
PLEK	hsa-mir-3620	0.0883185
HSBP1L1	hsa-mir-598	0.0883157
NKAP	hsa-mir-592	0.0883041
GNB2	hsa-mir-106b	0.0883001
ATP2A2	hsa-mir-4728	0.0882889
CCS	hsa-mir-484	0.0882839
FAR1	hsa-mir-320a	0.088266
RERG	hsa-mir-1915	0.0882654
COL27A1	hsa-mir-423	0.0882629
PCGF5	hsa-mir-6718	0.088261
COLEC12	hsa-mir-141	0.0882595
DMBT1	hsa-mir-18a	0.0882523
PEX2	hsa-mir-26a-1	0.088249
LNP1	hsa-mir-152	0.0882478
PARP6	hsa-mir-1288	0.0882475
ABCB11	hsa-mir-4782	0.0882402
AGMO	hsa-mir-9-3	0.0882401
TBC1D14	hsa-mir-101-2	0.0882398
ACAT2	hsa-mir-542	0.0882349
SELPLG	hsa-mir-219a-1	0.0882325
RHOQ	hsa-mir-329-2	0.0882171
RERE	hsa-mir-6511b-2	0.0882147
NALCN	hsa-mir-92a-1	0.0882045
RPL34	hsa-mir-874	0.0881948
MED28	hsa-mir-16-1	0.0881866
PROKR1	hsa-mir-30b	0.0881823
HDDC3	hsa-mir-1270	0.0881799
GNG13	hsa-mir-6728	0.088179
HNRNPU	hsa-mir-193a	0.0881685
BORCS6	hsa-mir-425	0.0881628
MAOA	hsa-mir-664b	0.0881617
CHUK	hsa-mir-1307	0.0881573
ARMCX6	hsa-mir-652	0.0881553
MBTPS2	hsa-mir-3680-1	0.0881524
PSMD12	hsa-mir-548o	0.0881518
RHOU	hsa-mir-500a	0.088144
ZNF444	hsa-mir-505	0.0881408
ATP8B2	hsa-mir-7-3	0.0881403
HCN1	hsa-mir-409	0.088131
MTFR1	hsa-mir-26a-1	0.0881259
ATPAF2	hsa-mir-423	0.0881248
CCDC71	hsa-mir-191	0.088123
C6orf132	hsa-mir-584	0.0881185
HEATR3	hsa-mir-30c-1	0.0881179
RALGPS2	hsa-mir-26a-1	0.0881144
SLC38A9	hsa-mir-147b	0.0881103
EPN3	hsa-mir-6761	0.0881101
TRIM17	hsa-mir-92b	0.0881083
POLR2J	hsa-mir-93	0.0881078
DROSHA	hsa-mir-579	0.0881003
MPDZ	hsa-mir-140	0.0881002
ING3	hsa-mir-93	0.0880909
DIO2	hsa-mir-320d-1	0.0880856
ASF1B	hsa-mir-374b	0.0880798
GPR19	hsa-mir-21	0.0880773
COL12A1	hsa-mir-18a	0.0880588
PRNP	hsa-mir-191	0.0880542
C1QTNF2	hsa-mir-10b	0.0880524
SOX9	hsa-mir-939	0.0880524
HERC3	hsa-mir-92b	0.0880513
MMP1	hsa-mir-3127	0.088042
SELENON	hsa-mir-34c	0.0880396
CCDC22	hsa-mir-34a	0.088039
WARS1	hsa-mir-4723	0.0880337
NTF4	hsa-mir-329-2	0.088033
IGSF10	hsa-mir-1284	0.0880302
SPAG7	hsa-mir-486-2	0.0880289
MTFR1	hsa-mir-26a-2	0.0880261
CGGBP1	hsa-mir-196a-2	0.0880234
GNL1	hsa-mir-3064	0.0880205
RTN2	hsa-mir-16-2	0.0880169
SUCLG2	hsa-mir-320c-1	0.0880145
GPR161	hsa-mir-592	0.0880038
FMO3	hsa-mir-582	0.0880017
TSR1	hsa-mir-324	0.0879984
CMC1	hsa-mir-4444-2	0.087997
RNF121	hsa-mir-767	0.0879928
TMED8	hsa-mir-215	0.087983
TMIE	hsa-mir-93	0.0879826
ACSBG2	hsa-mir-1306	0.087979
HOXA4	hsa-mir-28	0.0879773
C16orf89	hsa-mir-6739	0.0879751
APPBP2	hsa-mir-1301	0.0879704
LAX1	hsa-mir-29c	0.0879681
GMPPA	hsa-mir-1249	0.0879672
RASD2	hsa-mir-146a	0.0879653
MAOB	hsa-mir-887	0.0879611
ZNF513	hsa-mir-7-1	0.0879572
PAFAH1B3	hsa-mir-382	0.0879551
MTBP	hsa-mir-20b	0.087942
CSRP2	hsa-mir-497	0.0879398
NTSR2	hsa-mir-5004	0.0879346
CLEC4A	hsa-mir-509-2	0.0879308
BSN	hsa-mir-505	0.0879294
ANXA2	hsa-mir-202	0.0879245
EFCAB13	hsa-mir-455	0.0879235
SMCO2	hsa-mir-411	0.0879227
STMN3	hsa-mir-153-1	0.0879189
DCD	hsa-mir-3150a	0.0879187
AP2M1	hsa-mir-486-1	0.0879106
SLC22A9	hsa-mir-6824	0.0879071
BAG2	hsa-mir-151b	0.087899
PLEKHM2	hsa-mir-374a	0.0878955
OSMR	hsa-mir-503	0.0878905
TMEM82	hsa-mir-940	0.0878866
PIR	hsa-mir-4286	0.0878827
TGIF2LX	hsa-mir-6865	0.0878796
SOCS3	hsa-mir-2277	0.0878789
COPE	hsa-mir-133a-1	0.0878785
STAP2	hsa-mir-885	0.0878681
VGLL1	hsa-mir-30c-1	0.087864
CTXND1	hsa-mir-99a	0.0878627
PIKFYVE	hsa-mir-4797	0.0878565
ATP1A3	hsa-mir-3074	0.0878546
PDGFA	hsa-mir-4680	0.087853
SCG3	hsa-mir-320c-1	0.0878524
RANBP6	hsa-mir-4444-2	0.0878523
MTF2	hsa-mir-197	0.0878486
LMBRD2	hsa-mir-502	0.0878373
PDGFD	hsa-mir-99a	0.0878359
GNS	hsa-mir-26a-1	0.0878358
SNRNP70	hsa-mir-769	0.0878339
BID	hsa-mir-19a	0.0878298
G6PC1	hsa-let-7c	0.0878285
VMO1	hsa-mir-4787	0.0878277
MYMX	hsa-mir-196b	0.0878168
ATAD3A	hsa-mir-561	0.0878099
ABHD17B	hsa-mir-4724	0.0878073
ARHGAP35	hsa-mir-6805	0.0878069
NEK2	hsa-mir-455	0.0878032
FER1L6	hsa-mir-548j	0.0877991
SLC35G6	hsa-mir-101-1	0.0877934
NOXA1	hsa-mir-4782	0.0877829
LMAN2L	hsa-mir-3127	0.0877781
PIAS3	hsa-mir-629	0.0877737
ERBB4	hsa-mir-200c	0.0877692
NDN	hsa-let-7a-3	0.0877689
MAGOHB	hsa-mir-200c	0.087758
KLRD1	hsa-mir-326	0.0877577
RNF11	hsa-mir-30c-2	0.0877557
ZNF776	hsa-mir-199a-2	0.0877542
ABCG2	hsa-mir-6824	0.0877542
NDUFAF6	hsa-mir-150	0.0877535
TEX29	hsa-mir-92a-2	0.0877425
MEF2B	hsa-mir-148a	0.0877404
ESYT2	hsa-mir-25	0.0877373
TTBK2	hsa-mir-6818	0.087737
PAX2	hsa-let-7c	0.0877337
UNC119	hsa-mir-508	0.0877204
KIF3A	hsa-mir-29c	0.0877155
OASL	hsa-mir-4442	0.0877113
S100P	hsa-mir-1269a	0.0877108
CSTA	hsa-mir-4715	0.0877016
USF2	hsa-mir-3677	0.0876964
TNKS2	hsa-mir-151b	0.0876887
ATF7IP2	hsa-mir-1247	0.0876838
DPP10	hsa-mir-501	0.0876822
FUT1	hsa-mir-496	0.0876818
GNL3	hsa-mir-191	0.0876782
HDDC2	hsa-mir-26b	0.0876781
TRMT61A	hsa-mir-4680	0.0876732
ADSS2	hsa-mir-4677	0.0876725
CGREF1	hsa-mir-203a	0.0876713
CACNG2	hsa-mir-1915	0.0876696
KATNIP	hsa-mir-3913-2	0.0876696
HIPK1	hsa-mir-1254-2	0.0876664
FAAP20	hsa-mir-149	0.0876589
C1orf159	hsa-mir-200a	0.0876588
NAALADL1	hsa-mir-486-2	0.0876549
ABCC5	hsa-mir-96	0.0876545
YPEL2	hsa-mir-301b	0.087647
CHI3L1	hsa-mir-33a	0.0876466
CLU	hsa-mir-6854	0.0876419
MAPK15	hsa-mir-218-2	0.0876362
DRD1	hsa-mir-3934	0.0876339
ZNF787	hsa-mir-6737	0.0876247
CHRNA5	hsa-mir-584	0.0876166
GORAB	hsa-mir-3198-2	0.0876162
CHRNA6	hsa-mir-744	0.0876154
VWC2	hsa-mir-6824	0.0876116
LIAS	hsa-mir-584	0.087608
SYNJ2	hsa-mir-203a	0.0876043
CXCR2	hsa-mir-326	0.0876042
MARCHF3	hsa-mir-139	0.087603
GIGYF1	hsa-mir-195	0.0876004
SLC41A1	hsa-mir-506	0.0875985
SYMPK	hsa-mir-3653	0.0875849
NIPSNAP1	hsa-mir-153-2	0.087584
MAG	hsa-mir-1247	0.0875754
CDKL3	hsa-mir-5004	0.0875729
RPL7	hsa-mir-548f-1	0.0875683
MDH1B	hsa-mir-328	0.0875656
ANAPC13	hsa-mir-659	0.0875521
TGFB1	hsa-mir-126	0.0875449
FBXL19	hsa-mir-106a	0.0875434
SLC22A3	hsa-mir-32	0.0875411
RSPH3	hsa-mir-1914	0.0875371
TAS2R5	hsa-mir-3198-2	0.0875244
PHLDB3	hsa-mir-769	0.0875242
DHFR	hsa-mir-582	0.0875202
TMEM97	hsa-mir-423	0.0875091
UTF1	hsa-mir-18a	0.0875079
GIGYF1	hsa-mir-93	0.0875076
GIGYF1	hsa-mir-423	0.0875058
GFY	hsa-mir-320c-1	0.0875054
BLOC1S1	hsa-mir-942	0.0875013
CPNE9	hsa-mir-3613	0.0874956
FLVCR1	hsa-mir-133a-2	0.0874915
SLC35B4	hsa-mir-511	0.0874893
CLCN4	hsa-mir-5699	0.0874884
GXYLT2	hsa-mir-30a	0.0874878
ESYT2	hsa-mir-7-3	0.087486
RBM41	hsa-mir-374a	0.0874852
MINAR1	hsa-mir-30a	0.0874847
CXCL3	hsa-mir-3127	0.0874784
CRMP1	hsa-mir-600	0.0874776
TUBD1	hsa-mir-4661	0.0874775
LYPD5	hsa-let-7i	0.0874769
NOS3	hsa-mir-3942	0.0874736
KCNK6	hsa-mir-4748	0.0874727
REL	hsa-mir-330	0.0874682
ZDHHC24	hsa-mir-4748	0.0874666
TRIO	hsa-mir-377	0.0874624
MC2R	hsa-mir-4701	0.0874576
ARNTL2	hsa-mir-509-2	0.0874495
IGF2R	hsa-mir-324	0.0874442
SLC38A2	hsa-mir-935	0.0874437
TMEM198	hsa-mir-223	0.0874392
LAMTOR3	hsa-mir-576	0.0874377
ASB18	hsa-mir-582	0.0874373
C17orf97	hsa-mir-30b	0.0874323
ESS2	hsa-mir-1306	0.0874319
SLC25A21	hsa-mir-4657	0.0874311
WDR97	hsa-mir-6734	0.0874183
LAP3	hsa-mir-4442	0.0874182
ANO1	hsa-mir-193b	0.0874141
RNF157	hsa-mir-26a-1	0.0874108
HRH3	hsa-mir-320b-2	0.0874077
SELL	hsa-mir-26a-2	0.0874073
TMEM44	hsa-mir-10a	0.0874051
G0S2	hsa-mir-181d	0.0874008
ELK3	hsa-mir-25	0.087397
INCA1	hsa-mir-4728	0.0873961
RRAS2	hsa-mir-874	0.0873961
CNOT6L	hsa-mir-145	0.0873933
CIAPIN1	hsa-mir-328	0.0873918
KDM8	hsa-mir-3190	0.087383
CXXC4	hsa-mir-200c	0.0873753
TRARG1	hsa-mir-5582	0.0873724
ABCA12	hsa-mir-671	0.0873705
TRAPPC14	hsa-mir-93	0.0873624
POLD2	hsa-mir-4435-1	0.0873555
TCTN1	hsa-mir-6510	0.0873553
LMBR1L	hsa-mir-187	0.0873548
ATP12A	hsa-mir-7-1	0.0873532
ZNF319	hsa-mir-532	0.0873462
LRWD1	hsa-mir-93	0.0873448
DGLUCY	hsa-mir-3178	0.0873393
CDK10	hsa-mir-5691	0.0873362
TAF7L	hsa-mir-548aw	0.0873336
AMDHD2	hsa-mir-1343	0.0873331
C5orf51	hsa-mir-580	0.0873256
KCNQ2	hsa-let-7b	0.0873246
SYNE2	hsa-mir-148a	0.0873233
PRR13	hsa-mir-4772	0.0873206
MEIG1	hsa-mir-140	0.0873199
MAP2K4	hsa-mir-1180	0.0873112
CLEC12B	hsa-mir-342	0.0873078
TBC1D1	hsa-mir-940	0.0873064
CARD19	hsa-mir-3926-1	0.0873002
DCAF4L2	hsa-mir-378a	0.0872992
ANKZF1	hsa-mir-2355	0.0872947
POLR2J	hsa-mir-25	0.087287
ZNF878	hsa-mir-3127	0.087285
P2RX1	hsa-mir-29c	0.0872839
KANK4	hsa-mir-23a	0.0872753
BCL2	hsa-mir-1248	0.0872751
ZNF30	hsa-mir-330	0.087273
RNF40	hsa-mir-29a	0.0872698
CCDC30	hsa-mir-505	0.0872615
ZNF462	hsa-mir-1229	0.0872549
CARF	hsa-mir-199b	0.0872482
HKDC1	hsa-mir-506	0.0872479
ATG13	hsa-mir-548aw	0.0872437
IL1A	hsa-mir-1976	0.0872429
GGTA1	hsa-mir-3150b	0.0872388
OCSTAMP	hsa-mir-493	0.0872378
MAPK6	hsa-mir-148a	0.0872362
SF3B3	hsa-mir-940	0.0872332
RASSF1	hsa-mir-1287	0.0872308
TENT5C	hsa-mir-299	0.0872264
AKR1C3	hsa-mir-28	0.0872245
ENPP1	hsa-mir-5699	0.0872243
ASIC3	hsa-mir-545	0.0872222
TIMM50	hsa-mir-584	0.0872211
PPME1	hsa-mir-4525	0.0872196
KLRC4-KLRK1	hsa-mir-218-2	0.0872176
CD9	hsa-mir-141	0.087217
SERPINI1	hsa-mir-146b	0.0872166
LAMTOR4	hsa-mir-106b	0.0872146
COQ8B	hsa-mir-4420	0.0872135
APC	hsa-mir-151a	0.0872121
UBE2J2	hsa-mir-200a	0.0872095
SLC15A2	hsa-mir-181b-1	0.0871989
HOXB2	hsa-mir-4286	0.0871973
ACOT11	hsa-mir-6728	0.0871971
FGF1	hsa-mir-152	0.0871952
FAM168B	hsa-mir-128-2	0.0871951
EFCAB9	hsa-mir-552	0.0871879
SLC38A5	hsa-mir-424	0.0871846
SLC25A18	hsa-mir-3074	0.0871736
SCAF1	hsa-mir-769	0.0871699
LMTK2	hsa-mir-25	0.0871695
KIAA0753	hsa-mir-6510	0.0871679
HS3ST2	hsa-mir-3922	0.0871651
SLC28A1	hsa-mir-675	0.0871541
ZNF134	hsa-mir-5004	0.087152
ZNF691	hsa-mir-6781	0.0871515
CEP89	hsa-mir-655	0.0871513
PNPLA4	hsa-mir-651	0.0871508
DCAF13	hsa-mir-181d	0.0871505
MED28	hsa-mir-16-2	0.0871501
TMEM91	hsa-mir-3170	0.0871426
TBX21	hsa-mir-342	0.0871398
PDE12	hsa-mir-191	0.087132
CCDC159	hsa-mir-105-1	0.0871319
EXOSC5	hsa-mir-370	0.0871316
IPPK	hsa-mir-151b	0.0871302
SEC14L5	hsa-mir-149	0.0871292
ARPC1B	hsa-mir-93	0.0871195
RBM18	hsa-mir-455	0.0871185
LRRTM4	hsa-mir-4714	0.0871182
CKAP2	hsa-mir-28	0.0871118
MCRS1	hsa-mir-5008	0.0871104
PIGZ	hsa-mir-126	0.0871087
HDAC8	hsa-mir-361	0.0870999
APOBEC3C	hsa-mir-215	0.0870988
RASSF10	hsa-mir-574	0.0870966
SELENOW	hsa-mir-125a	0.0870953
CERT1	hsa-mir-584	0.0870905
MGMT	hsa-mir-30c-1	0.0870891
TERF2IP	hsa-mir-500a	0.0870887
GPT2	hsa-mir-2355	0.0870876
ITGA5	hsa-mir-143	0.0870865
PARD6G	hsa-mir-30a	0.0870825
KLF16	hsa-mir-92b	0.0870818
AHCYL2	hsa-mir-425	0.0870773
SH3GL2	hsa-mir-6788	0.0870758
ZNF335	hsa-mir-2355	0.0870698
NR5A2	hsa-mir-5091	0.0870684
XKRX	hsa-mir-378c	0.0870656
KANK2	hsa-mir-4286	0.0870571
SPIN1	hsa-mir-6892	0.0870452
PRRC2C	hsa-mir-15b	0.087042
UEVLD	hsa-mir-3115	0.0870397
AATK	hsa-let-7b	0.0870343
MDFI	hsa-mir-379	0.0870323
TMEM232	hsa-mir-4645	0.087031
TYW3	hsa-mir-186	0.0870295
ZNF565	hsa-mir-769	0.0870221
DTX2	hsa-mir-744	0.0870183
ABI2	hsa-mir-199a-1	0.0870167
HMGA2	hsa-mir-191	0.0870089
TBCB	hsa-mir-3677	0.0870078
KRT24	hsa-mir-99a	0.0870062
CETN2	hsa-mir-502	0.0870043
FCF1	hsa-mir-9-1	0.0870035
HOXD11	hsa-mir-98	0.0870029
SRPK2	hsa-mir-25	0.0870022
TRIM37	hsa-mir-454	0.0870019
MAOA	hsa-mir-576	0.0869977
MCRIP1	hsa-mir-98	0.0869967
ARFGAP2	hsa-mir-1343	0.0869961
TRAPPC13	hsa-mir-4651	0.086994
RTN2	hsa-mir-16-1	0.0869849
WNK1	hsa-mir-200c	0.0869773
CACNG4	hsa-mir-200c	0.0869742
TUSC3	hsa-mir-378c	0.0869737
MAP1LC3B	hsa-mir-20a	0.0869677
EHMT2	hsa-mir-375	0.0869662
C1orf198	hsa-mir-548aw	0.0869656
NIBAN2	hsa-mir-199b	0.0869645
GRK4	hsa-mir-3680-1	0.0869636
C14orf93	hsa-mir-142	0.0869558
UBE2Q1	hsa-mir-92b	0.0869485
P2RX4	hsa-mir-491	0.0869448
PFDN2	hsa-mir-151b	0.086938
TTC36	hsa-mir-3617	0.0869367
RANGRF	hsa-mir-1224	0.0869354
INPP5J	hsa-mir-1307	0.086935
ZNF491	hsa-mir-5092	0.0869315
CBWD2	hsa-mir-140	0.0869264
DYRK1B	hsa-mir-4797	0.0869123
PSME3	hsa-mir-4640	0.0869119
CDRT4	hsa-mir-144	0.0869098
BRI3	hsa-mir-106b	0.0869086
AKT3	hsa-mir-6503	0.0869083
AKNA	hsa-mir-32	0.0869029
STRIP1	hsa-mir-484	0.0869001
CLRN3	hsa-mir-24-2	0.0868873
GOLPH3	hsa-mir-548d-2	0.0868864
SUPT7L	hsa-mir-4782	0.0868839
MARS1	hsa-mir-153-2	0.0868808
CD46	hsa-let-7b	0.0868767
DYNAP	hsa-mir-548j	0.0868765
AKAP1	hsa-mir-4724	0.0868672
PSMC2	hsa-mir-25	0.0868656
KIF15	hsa-mir-23a	0.0868622
SLC22A2	hsa-mir-378a	0.0868601
HCST	hsa-mir-1287	0.0868588
GNB2	hsa-mir-93	0.0868403
SH3GLB2	hsa-mir-765	0.0868395
TMEM154	hsa-mir-130b	0.086834
SEPTIN10	hsa-mir-5586	0.0868321
AVPR2	hsa-mir-423	0.08683
PUM2	hsa-mir-4741	0.0868264
KCTD11	hsa-mir-194-2	0.0868219
SLC19A2	hsa-mir-508	0.0868212
ZSCAN16	hsa-mir-6087	0.0868156
ANKMY1	hsa-mir-342	0.0868137
CXCL10	hsa-mir-329-2	0.0868116
RASSF8	hsa-mir-191	0.0868079
C11orf68	hsa-mir-6506	0.0868076
GSDMB	hsa-mir-105-2	0.086802
UMOD	hsa-let-7c	0.0868005
CMC1	hsa-mir-449a	0.086799
C6orf226	hsa-mir-328	0.0867985
C1orf105	hsa-mir-605	0.0867945
IPO5	hsa-mir-20a	0.0867932
SLC1A7	hsa-mir-5706	0.0867875
MUC4	hsa-mir-187	0.0867852
NME9	hsa-mir-5582	0.0867848
FAM71D	hsa-mir-362	0.0867783
LMAN1L	hsa-mir-574	0.0867776
CATSPERG	hsa-mir-320c-1	0.0867755
SCLY	hsa-let-7d	0.0867737
OGFRL1	hsa-mir-550a-1	0.0867714
OGDHL	hsa-mir-23a	0.0867692
SUN1	hsa-mir-339	0.0867624
CNTN2	hsa-mir-4748	0.0867607
THOP1	hsa-mir-6874	0.0867574
LIPC	hsa-mir-200a	0.0867518
COG7	hsa-mir-500a	0.0867516
FAM83F	hsa-mir-4636	0.0867413
TRIM61	hsa-mir-3198-2	0.086739
ABCB4	hsa-mir-181a-2	0.0867347
LRIT2	hsa-mir-6824	0.0867329
POLD3	hsa-mir-20a	0.0867321
EPHX3	hsa-mir-222	0.0867314
KLHL14	hsa-mir-4782	0.0867302
USP4	hsa-mir-191	0.0867284
KLF2	hsa-mir-196b	0.0867265
TMEM147	hsa-mir-466	0.086719
ZYG11A	hsa-mir-19b-1	0.0867168
MN1	hsa-mir-30c-1	0.0867134
FREM1	hsa-mir-486-2	0.086713
TBXAS1	hsa-mir-323a	0.0867128
UCN	hsa-mir-16-2	0.0867113
TPP2	hsa-mir-20a	0.0867076
FAR1	hsa-mir-664b	0.0867062
FRMPD1	hsa-mir-381	0.0867012
RSPO4	hsa-mir-30d	0.0866941
ANKRD61	hsa-mir-125b-1	0.0866917
RWDD1	hsa-mir-6780a	0.0866851
ZNF467	hsa-mir-656	0.0866842
ATP6V1E1	hsa-mir-658	0.0866802
GPSM2	hsa-mir-197	0.0866781
IL12A	hsa-mir-128-1	0.0866761
LYPD1	hsa-let-7f-1	0.0866705
FLT3	hsa-mir-5004	0.0866679
AKAP6	hsa-mir-128-1	0.0866662
ALG13	hsa-mir-652	0.0866658
ATPAF1	hsa-mir-3677	0.0866607
LAMB3	hsa-mir-708	0.0866533
ACBD6	hsa-mir-548o-2	0.0866422
FBXW10	hsa-mir-548v	0.0866349
ANKFY1	hsa-mir-22	0.0866333
GPANK1	hsa-mir-5586	0.0866326
WNT3	hsa-mir-561	0.0866306
ZSWIM5	hsa-mir-363	0.0866272
CTRB2	hsa-mir-744	0.0866192
DCLRE1B	hsa-mir-197	0.0866172
FAHD2A	hsa-mir-3127	0.0866071
DCP1B	hsa-mir-141	0.086603
SMARCA4	hsa-mir-466	0.0865997
C11orf1	hsa-mir-219b	0.0865986
C8orf88	hsa-mir-200a	0.0865917
MRGPRE	hsa-mir-218-1	0.0865897
TTLL12	hsa-mir-382	0.086589
CRKL	hsa-mir-4802	0.0865862
BNIP1	hsa-mir-3934	0.0865861
CCNC	hsa-mir-6806	0.0865823
ACOT1	hsa-mir-5582	0.0865732
LRFN1	hsa-mir-151a	0.0865681
CERK	hsa-mir-486-2	0.0865588
SEC23A	hsa-mir-6842	0.0865556
CHD6	hsa-mir-199a-1	0.0865541
MAN2B2	hsa-mir-671	0.0865534
RBMXL1	hsa-mir-197	0.0865528
RNLS	hsa-mir-4773-2	0.0865526
FOXP2	hsa-mir-335	0.0865492
OSBPL3	hsa-mir-665	0.0865463
H3C1	hsa-mir-659	0.0865357
DPY30	hsa-mir-641	0.0865347
NUDT6	hsa-mir-429	0.0865336
LAMP5	hsa-mir-548k	0.0865316
HPS6	hsa-mir-151b	0.0865314
FAM98B	hsa-mir-6510	0.0865307
RRP9	hsa-mir-147b	0.0865293
BACE1	hsa-mir-128-1	0.0865278
DSC3	hsa-mir-96	0.0865276
MRPS18B	hsa-mir-128-2	0.0865269
CYS1	hsa-mir-5684	0.0865211
SLC35F5	hsa-mir-581	0.0865195
SCD	hsa-mir-493	0.0865133
NRG3	hsa-mir-20b	0.0865109
FASTKD5	hsa-mir-1291	0.0865059
SLPI	hsa-mir-224	0.0865058
NDUFS3	hsa-mir-127	0.086505
MRPL9	hsa-mir-154	0.0865009
GSTA2	hsa-mir-6820	0.0865002
WFDC10A	hsa-mir-9-3	0.0864942
PIGX	hsa-mir-17	0.0864927
PAX3	hsa-mir-26a-1	0.0864923
LRRC4B	hsa-mir-320d-1	0.0864923
MEX3B	hsa-mir-3136	0.086492
SLC30A5	hsa-mir-2276	0.0864868
EPYC	hsa-mir-1976	0.0864806
SORBS1	hsa-mir-577	0.0864803
DRAP1	hsa-mir-16-2	0.0864739
TMEM129	hsa-mir-629	0.0864726
SSX2IP	hsa-mir-1914	0.0864673
MPP1	hsa-mir-590	0.0864625
TREML1	hsa-mir-665	0.0864575
ITPKC	hsa-mir-769	0.0864554
SGTB	hsa-mir-92a-2	0.0864499
MAMLD1	hsa-mir-496	0.0864495
PSMD12	hsa-mir-26a-1	0.0864448
FAM3D	hsa-mir-200c	0.0864437
GRIN2C	hsa-mir-16-2	0.0864433
METRN	hsa-mir-3653	0.0864407
RAB8B	hsa-mir-145	0.0864263
NAA38	hsa-mir-324	0.0864256
NDUFC1	hsa-mir-328	0.0864247
URGCP	hsa-mir-550a-2	0.0864206
SPATA18	hsa-mir-379	0.0864136
TRIM38	hsa-mir-149	0.0864135
SYT14	hsa-mir-16-1	0.0864129
ATXN1L	hsa-mir-767	0.0864072
CHTF8	hsa-mir-142	0.0864043
TRIM35	hsa-mir-584	0.0864022
ORAI3	hsa-mir-532	0.0863949
EEFSEC	hsa-mir-497	0.0863887
PCLAF	hsa-mir-486-2	0.0863858
PPP2CA	hsa-mir-3126	0.0863837
H3C12	hsa-mir-548v	0.0863836
BAX	hsa-mir-769	0.0863802
SMIM18	hsa-mir-186	0.0863714
BMP2	hsa-mir-191	0.0863625
TFRC	hsa-mir-33a	0.0863571
LIN9	hsa-mir-107	0.0863522
FAM120B	hsa-mir-148a	0.0863468
RAD51D	hsa-mir-30a	0.0863367
RTN4R	hsa-mir-495	0.0863324
