ensembl_gene_id	miRNA_ID	MI
BCL2L1	hsa-mir-29b-1	0.0411325
RTN2	hsa-mir-3620	0.0411325
STAT1	hsa-mir-29a	0.0411324
SGSM2	hsa-mir-4782	0.0411303
HDHD3	hsa-mir-32	0.0411288
EOMES	hsa-mir-150	0.0411283
PLA2G4F	hsa-mir-423	0.0411261
PSCA	hsa-mir-6826	0.041126
PSPN	hsa-mir-1296	0.0411257
UTP14C	hsa-mir-16-2	0.0411245
GZMM	hsa-mir-150	0.0411243
PKP4	hsa-mir-4442	0.0411226
PTCHD4	hsa-mir-34a	0.0411215
BORCS7	hsa-mir-1307	0.0411186
SYCP3	hsa-mir-671	0.0411178
DNAJC27	hsa-mir-6802	0.0411161
NDUFAF1	hsa-mir-4435-1	0.0411112
BMP4	hsa-mir-103a-2	0.0411067
ZBTB18	hsa-mir-629	0.0411064
RIOK2	hsa-mir-3152	0.0411042
SLMAP	hsa-mir-579	0.0411023
PRSS48	hsa-mir-185	0.0411005
CCN3	hsa-mir-4525	0.0411003
AGTR1	hsa-mir-3936	0.0410996
HUS1	hsa-mir-4662a	0.0410975
EDF1	hsa-mir-769	0.041096
RPP25	hsa-mir-328	0.0410933
FZD8	hsa-mir-4766	0.041092
POLR2C	hsa-mir-328	0.0410907
IVD	hsa-mir-491	0.0410878
PSMB6	hsa-mir-132	0.0410862
OR2B6	hsa-mir-3152	0.0410783
COQ8A	hsa-mir-24-2	0.041077
IKZF4	hsa-mir-3922	0.0410748
C3AR1	hsa-mir-642a	0.0410744
HLTF	hsa-mir-1227	0.0410744
PPP1R35	hsa-mir-765	0.0410724
SLC49A4	hsa-mir-9-2	0.0410709
MARCKS	hsa-mir-3622b	0.0410707
RANGRF	hsa-mir-203a	0.0410705
TMEM121	hsa-mir-9-1	0.0410696
EXOC8	hsa-let-7d	0.0410694
ZNF180	hsa-mir-190a	0.0410667
AAMP	hsa-mir-4726	0.0410652
MAPK1	hsa-mir-1224	0.0410638
STC1	hsa-mir-652	0.0410634
PIGH	hsa-mir-561	0.0410634
MRPL10	hsa-mir-4782	0.0410614
ELMOD2	hsa-mir-92b	0.0410592
CTPS1	hsa-mir-625	0.0410591
DHX9	hsa-mir-1976	0.0410588
KIF20B	hsa-mir-664a	0.0410539
ZWILCH	hsa-mir-330	0.0410536
SNAP29	hsa-mir-6844	0.0410522
SH3RF2	hsa-mir-101-1	0.0410518
DDX46	hsa-mir-149	0.041051
SRP19	hsa-mir-652	0.0410487
LCMT2	hsa-mir-6738	0.0410461
GJA1	hsa-mir-1-2	0.0410451
GAN	hsa-mir-196a-1	0.041045
ELK4	hsa-mir-6820	0.0410367
NME5	hsa-mir-4725	0.0410364
POLR1A	hsa-mir-548j	0.041036
TRAK2	hsa-mir-548b	0.0410323
EARS2	hsa-mir-4286	0.0410323
NADK2	hsa-mir-205	0.0410314
SLC7A6	hsa-mir-1237	0.0410305
ERVV-2	hsa-mir-4793	0.0410277
H6PD	hsa-mir-147b	0.0410233
RPL36	hsa-mir-765	0.0410232
ADAMTSL4	hsa-mir-29a	0.0410216
EFEMP2	hsa-mir-195	0.041021
DKC1	hsa-mir-320b-1	0.0410209
MTMR4	hsa-mir-92a-1	0.0410209
PCDHB8	hsa-mir-217	0.0410201
CLIP2	hsa-mir-425	0.04102
CTCF	hsa-mir-4725	0.0410199
DNAJB13	hsa-mir-5582	0.0410116
CLDN3	hsa-mir-548q	0.0410097
CD28	hsa-mir-1185-1	0.041009
LCN6	hsa-mir-335	0.0410073
IRF2BP1	hsa-let-7e	0.0410069
LSM14B	hsa-mir-6728	0.0410036
EVC	hsa-mir-4699	0.0410016
FOXD4L4	hsa-mir-98	0.041001
NUBP1	hsa-mir-1288	0.0409991
RELCH	hsa-mir-576	0.0409969
MAX	hsa-mir-3936	0.0409966
TM9SF3	hsa-mir-1307	0.0409955
ATP5PB	hsa-mir-186	0.0409953
UGT1A7	hsa-mir-492	0.0409936
B3GLCT	hsa-mir-96	0.0409933
AXIN1	hsa-mir-210	0.0409932
KDM4D	hsa-mir-491	0.0409919
HMGCLL1	hsa-mir-4793	0.0409919
KDM5C	hsa-mir-4482	0.0409902
PLCB1	hsa-mir-32	0.0409871
AP2M1	hsa-mir-101-1	0.0409866
SLC4A2	hsa-mir-106b	0.0409859
TLX1	hsa-mir-219a-1	0.0409855
WDR73	hsa-mir-4728	0.0409842
BAZ1B	hsa-mir-93	0.0409832
DHX33	hsa-mir-484	0.0409819
SRRM3	hsa-mir-4435-1	0.0409818
CXCL16	hsa-mir-324	0.0409793
MT1G	hsa-mir-29a	0.0409761
GIMAP4	hsa-mir-92b	0.0409757
TBCB	hsa-mir-4651	0.0409724
GBP6	hsa-mir-4651	0.0409686
STK4	hsa-mir-130a	0.0409648
DYNLT2B	hsa-mir-6821	0.0409634
GATC	hsa-mir-146a	0.0409605
TMPRSS9	hsa-mir-10b	0.0409604
ELOVL3	hsa-mir-4793	0.0409596
ZNF540	hsa-mir-196a-2	0.0409592
CBX1	hsa-mir-5187	0.040959
GAD1	hsa-mir-3920	0.0409588
ARHGAP39	hsa-mir-4435-1	0.0409574
BHLHE22	hsa-mir-218-2	0.0409572
C14orf132	hsa-mir-1301	0.0409567
SNAP29	hsa-mir-4523	0.0409555
CNTD1	hsa-mir-4664	0.0409523
RPRD1B	hsa-mir-34b	0.0409522
AGAP3	hsa-mir-4773-2	0.040951
CDCP1	hsa-mir-4793	0.0409487
TRRAP	hsa-mir-760	0.0409445
PSMD8	hsa-mir-191	0.0409434
MSL1	hsa-mir-664a	0.0409426
ELP5	hsa-mir-744	0.0409421
VEZF1	hsa-mir-3150a	0.0409369
WDR70	hsa-mir-107	0.0409364
LCK	hsa-mir-150	0.040932
LAGE3	hsa-mir-628	0.0409293
ZNF441	hsa-mir-92b	0.0409261
ZC3HAV1	hsa-mir-1227	0.0409248
POLR2L	hsa-mir-3178	0.0409242
PLEKHG5	hsa-mir-5582	0.0409238
KLHL35	hsa-mir-616	0.0409208
G6PC1	hsa-mir-135b	0.040919
NUB1	hsa-mir-3936	0.040918
HMX3	hsa-mir-548d-1	0.040917
LYL1	hsa-mir-935	0.040917
ERO1B	hsa-mir-1296	0.0409164
ZSWIM7	hsa-mir-1915	0.0409145
UBIAD1	hsa-mir-3150a	0.0409135
UBE2M	hsa-mir-330	0.0409127
GNS	hsa-mir-6762	0.0409095
ADAM12	hsa-mir-1185-1	0.0409082
FZD3	hsa-mir-16-1	0.0409079
ACHE	hsa-mir-101-1	0.0409076
TP53RK	hsa-mir-195	0.0409063
H3-5	hsa-mir-4793	0.0409062
YY1AP1	hsa-mir-92b	0.0409027
ARMC12	hsa-mir-505	0.0409025
PHKA1	hsa-mir-125a	0.0409012
DLEU7	hsa-mir-195	0.0409008
SKAP1	hsa-mir-369	0.0409008
PPIL2	hsa-mir-486-2	0.0409005
IL2RG	hsa-mir-150	0.0409003
WFDC13	hsa-mir-190b	0.0408997
MEPCE	hsa-mir-25	0.0408982
CKAP2	hsa-mir-16-1	0.040898
RNF135	hsa-mir-423	0.0408978
EZHIP	hsa-mir-7-2	0.0408977
ADGRD1	hsa-mir-5002	0.0408953
TMEM241	hsa-mir-30e	0.0408952
ACAA1	hsa-mir-125b-1	0.0408951
CPLX2	hsa-mir-106a	0.0408844
NAPB	hsa-mir-363	0.0408844
S100A5	hsa-mir-127	0.040884
CPLANE1	hsa-mir-217	0.0408824
YIPF6	hsa-mir-3607	0.040881
GRB2	hsa-mir-548d-1	0.0408802
MGAT3	hsa-mir-190a	0.04088
WASHC2C	hsa-mir-485	0.0408781
USP24	hsa-mir-486-1	0.0408781
MT1H	hsa-mir-6728	0.0408764
MCMBP	hsa-mir-26b	0.0408756
ANKRD20A1	hsa-mir-6874	0.0408755
AUP1	hsa-mir-148b	0.0408709
KPNA1	hsa-mir-616	0.0408701
TCEA2	hsa-mir-106b	0.0408681
STK33	hsa-mir-1254-2	0.0408675
PPIAL4H	hsa-mir-106b	0.0408643
TOGARAM1	hsa-mir-5694	0.0408622
EML4	hsa-mir-30b	0.0408616
ELMOD2	hsa-mir-641	0.04086
ZNF618	hsa-let-7d	0.0408574
CDC6	hsa-mir-193a	0.0408573
MAPK9	hsa-mir-3942	0.0408559
DPY19L1	hsa-mir-193b	0.0408545
H4C9	hsa-mir-4658	0.0408524
HIP1	hsa-mir-101-1	0.0408499
NELFCD	hsa-mir-4793	0.0408496
ADTRP	hsa-mir-33b	0.0408494
CPNE1	hsa-mir-4793	0.040849
RRAGA	hsa-mir-130a	0.0408477
SRPK3	hsa-mir-301a	0.0408471
CGA	hsa-mir-1271	0.0408443
SNCAIP	hsa-mir-34a	0.0408409
APOBEC4	hsa-mir-4715	0.0408397
HROB	hsa-mir-4666a	0.0408382
SAPCD2	hsa-mir-4666a	0.0408376
PRDM16	hsa-mir-466	0.0408375
DIMT1	hsa-mir-103a-1	0.040837
RHOC	hsa-mir-186	0.0408369
BACH2	hsa-mir-218-2	0.0408369
SPN	hsa-mir-92b	0.040835
ANO2	hsa-mir-3936	0.0408324
ZC3H6	hsa-mir-30c-2	0.0408315
APOBEC4	hsa-mir-5004	0.0408307
MB	hsa-mir-1260b	0.0408304
CCDC24	hsa-mir-26a-2	0.0408298
NME9	hsa-mir-5004	0.0408268
TIMM23	hsa-mir-29c	0.0408267
PGK1	hsa-mir-639	0.0408267
SMYD4	hsa-mir-22	0.0408261
GLDC	hsa-mir-34a	0.0408221
CDK18	hsa-mir-654	0.0408186
FABP5	hsa-mir-362	0.0408175
DERL2	hsa-mir-1180	0.0408164
DUSP1	hsa-mir-182	0.0408158
PKIG	hsa-mir-3936	0.0408156
MAPK6	hsa-mir-4701	0.0408154
REST	hsa-mir-937	0.0408152
ETHE1	hsa-mir-330	0.0408144
DERL2	hsa-mir-22	0.04081
PVRIG	hsa-mir-187	0.0408091
DKK2	hsa-mir-378a	0.0408086
EXTL3	hsa-mir-3140	0.0408071
TRIM33	hsa-mir-202	0.0408059
IGF2BP1	hsa-mir-4645	0.040804
PPP1R8	hsa-mir-1976	0.0408035
LPAR1	hsa-mir-1301	0.0408029
RTN1	hsa-mir-5586	0.0408021
ZNF740	hsa-mir-3619	0.0407996
TMEM255A	hsa-mir-451a	0.0407981
GPR83	hsa-mir-4443	0.0407972
MTRR	hsa-mir-103a-2	0.040796
DHX40	hsa-mir-9-1	0.0407956
SF3A3	hsa-mir-21	0.0407955
MTHFR	hsa-mir-580	0.0407937
PLCH1	hsa-mir-1914	0.0407922
TMED9	hsa-mir-556	0.0407901
RARB	hsa-mir-181b-2	0.0407891
GBA	hsa-mir-199a-2	0.0407866
SLC22A18	hsa-mir-148b	0.0407862
DNAH10	hsa-mir-101-1	0.0407844
MAFG	hsa-mir-4523	0.0407841
MROH6	hsa-mir-2276	0.0407839
CDKN2AIP	hsa-mir-556	0.0407795
CYYR1	hsa-mir-324	0.0407778
CREB3L4	hsa-mir-92b	0.0407747
SENP8	hsa-mir-3664	0.0407696
EP300	hsa-mir-6821	0.0407664
TFIP11	hsa-mir-6844	0.040766
SLA2	hsa-mir-150	0.0407649
SURF6	hsa-mir-3176	0.0407648
C8B	hsa-mir-4793	0.0407643
MSRB1	hsa-mir-9-1	0.040763
FAM160B2	hsa-mir-320a	0.0407605
CFAP70	hsa-mir-92a-2	0.0407598
VPREB3	hsa-mir-34a	0.0407584
DSG1	hsa-mir-106a	0.0407575
COX5B	hsa-mir-550a-3	0.0407558
SCAMP1	hsa-mir-4725	0.0407549
RXRA	hsa-mir-4482	0.0407548
CDCA3	hsa-mir-376b	0.0407537
GGH	hsa-mir-125b-2	0.0407517
DCAF6	hsa-mir-3653	0.0407449
TRIM21	hsa-mir-5586	0.0407438
XYLT2	hsa-mir-423	0.0407438
MED6	hsa-mir-150	0.0407431
MS4A14	hsa-mir-377	0.0407423
SYT12	hsa-mir-29a	0.0407417
NPDC1	hsa-mir-30e	0.0407411
PFN4	hsa-mir-4658	0.0407404
BRME1	hsa-mir-466	0.0407402
AGO3	hsa-mir-590	0.0407401
SNX13	hsa-mir-6781	0.0407379
MRPS36	hsa-mir-3152	0.0407372
SPINK8	hsa-mir-30e	0.0407363
PLEKHB2	hsa-mir-20b	0.040735
ATG10	hsa-mir-193a	0.0407338
R3HDM4	hsa-mir-6865	0.0407329
KIF16B	hsa-mir-107	0.0407314
CCDC74A	hsa-mir-7110	0.0407293
NUCKS1	hsa-mir-3150a	0.0407283
UGP2	hsa-mir-4661	0.0407282
OR2B6	hsa-mir-4658	0.0407276
CFAP20DC	hsa-mir-653	0.040725
GABRA3	hsa-mir-6824	0.0407241
MTMR4	hsa-mir-92a-2	0.0407234
ZADH2	hsa-mir-374c	0.0407232
DISC1	hsa-mir-6738	0.0407221
RFK	hsa-mir-6726	0.0407205
MORN5	hsa-mir-492	0.0407201
C12orf66	hsa-mir-505	0.04072
ZNF571	hsa-mir-99b	0.0407195
TRIM25	hsa-mir-589	0.0407184
NOMO2	hsa-mir-940	0.0407174
SCRN1	hsa-mir-28	0.0407159
IKBKB	hsa-mir-3610	0.0407155
SFXN5	hsa-mir-4745	0.0407133
LRRC69	hsa-mir-34b	0.0407068
GLOD4	hsa-mir-744	0.0407063
NPIPB11	hsa-mir-4699	0.0407055
SDCCAG8	hsa-mir-4715	0.0407021
ERGIC3	hsa-mir-4793	0.0406991
SOAT1	hsa-mir-181c	0.0406965
ANKRD26	hsa-mir-376b	0.0406959
TIPIN	hsa-mir-4793	0.0406951
FEZ1	hsa-mir-141	0.0406946
TMEM115	hsa-mir-330	0.0406932
CSNK2A1	hsa-mir-6087	0.0406926
APPBP2	hsa-mir-5684	0.0406923
GPATCH3	hsa-mir-1976	0.0406917
HNRNPDL	hsa-mir-133a-1	0.0406914
KIF5A	hsa-mir-4793	0.0406907
KCNH2	hsa-mir-4793	0.0406886
HDGFL3	hsa-mir-4748	0.0406849
NCBP3	hsa-mir-22	0.0406847
HNRNPC	hsa-mir-181b-2	0.0406846
TRIAP1	hsa-mir-4443	0.0406823
COX10	hsa-mir-1228	0.0406818
KAT5	hsa-mir-6738	0.0406795
RPS10	hsa-mir-3130-2	0.0406794
ARV1	hsa-mir-4677	0.0406783
PRRG4	hsa-let-7a-2	0.0406769
DNAJA1	hsa-mir-6762	0.0406768
KIFBP	hsa-mir-548b	0.0406751
ACOT4	hsa-mir-548q	0.0406748
STAT5B	hsa-mir-4784	0.0406745
ISOC1	hsa-mir-339	0.0406745
SHROOM4	hsa-mir-338	0.0406717
ATP5MK	hsa-mir-1307	0.0406704
ZNF888	hsa-let-7e	0.0406696
NIBAN1	hsa-mir-582	0.0406696
UNC93B1	hsa-mir-33a	0.0406692
SETDB2	hsa-mir-15a	0.040669
TNFRSF10A	hsa-mir-6824	0.0406676
LY9	hsa-mir-5008	0.040666
PPIL2	hsa-mir-466	0.040665
CHD7	hsa-mir-193a	0.0406609
PUM1	hsa-mir-500a	0.0406593
ITM2B	hsa-mir-4723	0.0406547
HEATR4	hsa-mir-1266	0.0406532
MYH7B	hsa-mir-196a-2	0.0406485
TSEN34	hsa-mir-99b	0.040647
GNA13	hsa-mir-664a	0.0406432
ESR2	hsa-mir-34c	0.0406401
HSDL1	hsa-mir-550a-2	0.04064
UCHL1	hsa-mir-4482	0.0406398
PRSS1	hsa-mir-4793	0.0406397
CEBPD	hsa-mir-4699	0.0406386
DDI2	hsa-mir-219a-1	0.0406385
PRR22	hsa-mir-101-2	0.0406376
SEPHS2	hsa-mir-4662a	0.0406372
TTC14	hsa-mir-218-2	0.0406364
PLCB3	hsa-mir-5092	0.0406362
UNC45B	hsa-let-7i	0.0406358
DNAJA3	hsa-mir-130a	0.0406321
SRCAP	hsa-mir-1270	0.0406312
TRIM28	hsa-mir-4665	0.040631
ZNF609	hsa-mir-598	0.0406298
RBMS3	hsa-mir-196b	0.040629
NSD2	hsa-mir-424	0.0406286
GSTA4	hsa-mir-5582	0.0406285
SRP54	hsa-mir-100	0.0406284
ADD2	hsa-mir-625	0.0406283
NACC1	hsa-mir-4748	0.0406275
SRSF1	hsa-mir-1245a	0.040627
SCN1A	hsa-mir-10b	0.0406268
SRSF4	hsa-mir-1976	0.0406264
SRPK2	hsa-mir-93	0.0406263
KRT79	hsa-mir-181c	0.0406259
SUSD6	hsa-mir-411	0.040623
OTUD1	hsa-mir-92b	0.0406224
ALG2	hsa-mir-3074	0.040621
FOXS1	hsa-let-7i	0.0406208
LRRC46	hsa-mir-5004	0.0406206
MTTP	hsa-mir-466	0.0406205
CHD8	hsa-mir-200c	0.04062
NELFE	hsa-mir-1228	0.0406194
SPG11	hsa-mir-6738	0.0406175
APP	hsa-mir-9-3	0.0406162
COQ10A	hsa-mir-6844	0.0406149
NKX3-1	hsa-mir-454	0.0406098
ZMYND12	hsa-mir-320d-1	0.040606
LRATD1	hsa-mir-486-1	0.0406049
CCDC38	hsa-mir-548f-1	0.0406043
ACTN4	hsa-mir-4664	0.0406036
RPRD2	hsa-mir-101-2	0.0406021
INHBB	hsa-mir-370	0.040602
MSI1	hsa-mir-6834	0.0405973
ZNF687	hsa-mir-379	0.0405955
PTPDC1	hsa-mir-1228	0.0405936
JSRP1	hsa-mir-6894	0.0405935
FAM166A	hsa-mir-639	0.040593
GGPS1	hsa-mir-5008	0.0405908
C12orf60	hsa-mir-328	0.040588
SIT1	hsa-mir-142	0.0405879
RRP9	hsa-mir-4523	0.0405877
SLC31A2	hsa-mir-18a	0.0405867
NDUFA7	hsa-mir-141	0.0405837
EYA4	hsa-mir-589	0.0405829
PITX1	hsa-mir-26a-1	0.0405786
TRIM67	hsa-mir-492	0.0405773
EIF4A3	hsa-mir-497	0.0405752
ANKRD27	hsa-mir-29c	0.0405717
RPS15	hsa-mir-889	0.0405716
HAND2	hsa-mir-222	0.0405707
CANT1	hsa-mir-154	0.0405691
TSPAN3	hsa-mir-3936	0.040569
PIP4P2	hsa-mir-6726	0.0405657
CHIC1	hsa-mir-98	0.0405656
PC	hsa-mir-5008	0.0405649
RPL29	hsa-mir-191	0.0405611
B3GNT8	hsa-mir-148b	0.0405582
KCNJ10	hsa-mir-3667	0.0405562
PPM1K	hsa-mir-1307	0.0405555
RAE1	hsa-mir-193a	0.040555
COG4	hsa-mir-197	0.0405549
SLC2A11	hsa-mir-466	0.0405547
ZNF562	hsa-mir-331	0.0405546
PRRT3	hsa-mir-92a-2	0.0405542
DNAJC16	hsa-mir-1976	0.0405542
VAMP7	hsa-mir-431	0.040554
SLAMF9	hsa-mir-4724	0.0405525
BOLA1	hsa-mir-376a-1	0.0405491
PAQR5	hsa-mir-4773-2	0.0405457
ERLEC1	hsa-mir-4715	0.0405455
FAM168B	hsa-mir-4443	0.0405445
IL5	hsa-mir-4728	0.040544
SIPA1L2	hsa-mir-651	0.0405432
AAGAB	hsa-mir-3617	0.0405429
CFL2	hsa-mir-1245a	0.0405421
RHOQ	hsa-mir-512-2	0.0405415
VAMP3	hsa-mir-6780a	0.0405403
C1orf115	hsa-mir-512-2	0.0405394
COPZ1	hsa-mir-148b	0.0405393
NKG7	hsa-mir-30c-2	0.0405388
NDP	hsa-mir-6844	0.0405378
C1orf167	hsa-mir-4756	0.0405368
NDUFA1	hsa-mir-590	0.0405351
RAMAC	hsa-mir-6738	0.0405348
SEMA5A	hsa-mir-3917	0.0405338
SLC25A11	hsa-mir-132	0.040532
ABRA	hsa-mir-95	0.0405308
DNAI3	hsa-mir-342	0.0405304
SERTM2	hsa-mir-18a	0.0405303
ZNF664	hsa-mir-4793	0.0405296
PATL1	hsa-mir-4658	0.0405285
FBXL8	hsa-mir-181d	0.0405283
HELZ2	hsa-mir-4658	0.0405269
SLC6A14	hsa-mir-149	0.0405241
KCNH6	hsa-mir-342	0.040524
HEMK1	hsa-mir-191	0.0405237
GOLM1	hsa-mir-6726	0.0405232
FBXO22	hsa-mir-518e	0.0405215
AMT	hsa-mir-889	0.0405206
ITCH	hsa-mir-5092	0.0405193
NRBP1	hsa-mir-365a	0.0405182
LRPPRC	hsa-mir-636	0.0405181
PLD2	hsa-mir-744	0.0405179
LIPC	hsa-mir-5582	0.0405153
ARPC1B	hsa-mir-126	0.0405153
C8orf76	hsa-mir-22	0.0405143
FBXO36	hsa-mir-4733	0.0405126
TRMT1L	hsa-mir-3150b	0.0405103
DDX49	hsa-mir-4666a	0.0405084
ELAC2	hsa-mir-1180	0.0405074
PPP1R14A	hsa-mir-4791	0.0405053
PHGDH	hsa-mir-4523	0.0405051
PLP1	hsa-mir-22	0.0405035
CEP83	hsa-mir-139	0.0405029
MRPL50	hsa-mir-32	0.0405022
APOOL	hsa-mir-15a	0.040501
MIA	hsa-mir-130a	0.0404999
ADH6	hsa-mir-185	0.0404997
STEAP4	hsa-mir-3622b	0.0404979
MIEF2	hsa-mir-196a-2	0.0404964
NKTR	hsa-mir-1247	0.0404948
LGALS12	hsa-mir-105-1	0.040494
NIBAN3	hsa-mir-5008	0.0404939
PSD2	hsa-mir-199b	0.0404929
DERL2	hsa-mir-744	0.0404918
CCNO	hsa-mir-4420	0.0404915
PTRH1	hsa-mir-224	0.0404901
H3-3A	hsa-mir-210	0.0404842
CCR1	hsa-mir-3680-2	0.0404835
RGS20	hsa-mir-4715	0.0404833
CUL4B	hsa-mir-1254-2	0.0404823
JADE2	hsa-mir-191	0.0404817
PSME3	hsa-mir-149	0.0404805
ATP10D	hsa-mir-4638	0.0404803
NLRP7	hsa-mir-3126	0.0404782
HNF4G	hsa-mir-30b	0.0404782
SLC7A13	hsa-mir-127	0.040478
ZNF397	hsa-mir-487a	0.0404776
SMAD1	hsa-mir-181a-1	0.0404767
TRPC6	hsa-mir-4793	0.0404741
MTG2	hsa-mir-4793	0.040473
GAPT	hsa-mir-1237	0.0404706
OSR1	hsa-mir-30e	0.0404705
ICA1	hsa-mir-7854	0.0404699
MARK3	hsa-mir-34c	0.0404696
WNT3	hsa-mir-22	0.0404694
LRP12	hsa-mir-4793	0.0404691
DZIP1	hsa-mir-20a	0.0404689
HMBS	hsa-mir-636	0.0404677
ENTR1	hsa-mir-140	0.0404673
SNX11	hsa-mir-4782	0.0404671
GATAD1	hsa-mir-24-2	0.0404665
APOBEC4	hsa-mir-4420	0.0404657
FICD	hsa-mir-4793	0.0404654
GPR39	hsa-mir-378c	0.0404648
PRRG4	hsa-mir-6509	0.0404645
RAB29	hsa-mir-3926-2	0.0404627
MED25	hsa-mir-99b	0.0404627
ZNF787	hsa-mir-512-2	0.040461
CITED1	hsa-mir-3150b	0.0404604
B9D1	hsa-mir-96	0.0404603
MUTYH	hsa-mir-574	0.0404602
NMT2	hsa-mir-551b	0.0404593
RBM18	hsa-let-7a-1	0.0404592
PDE4C	hsa-mir-3936	0.0404582
KCNT1	hsa-mir-4435-1	0.0404577
RHOT1	hsa-mir-629	0.0404563
PDPK1	hsa-mir-3677	0.0404559
ARHGAP30	hsa-mir-101-1	0.0404556
ATP6V1B2	hsa-mir-21	0.0404527
EDDM3A	hsa-mir-628	0.0404524
EPB41L3	hsa-mir-6865	0.04045
UGDH	hsa-mir-3152	0.0404498
MPDU1	hsa-mir-22	0.0404488
TPGS1	hsa-mir-4640	0.0404486
SCAMP3	hsa-mir-486-2	0.0404476
HPS5	hsa-mir-1-1	0.0404475
ROBO2	hsa-mir-152	0.0404474
TESK2	hsa-mir-6826	0.0404462
HPD	hsa-mir-5690	0.040446
LIN54	hsa-mir-15a	0.0404444
WDR18	hsa-mir-34a	0.0404444
TNKS1BP1	hsa-mir-4802	0.040444
UBR7	hsa-mir-342	0.0404437
SEC16A	hsa-mir-4419b	0.0404415
PTK2	hsa-mir-3152	0.0404413
CLU	hsa-mir-218-2	0.0404411
CCDC24	hsa-mir-26a-1	0.040441
CD47	hsa-mir-5582	0.0404402
LHFPL2	hsa-mir-598	0.0404391
MAPK8IP3	hsa-mir-135b	0.0404378
IPPK	hsa-mir-940	0.0404373
ZNF517	hsa-mir-664a	0.0404369
CACNA1F	hsa-mir-5193	0.0404356
PUDP	hsa-mir-664a	0.0404353
FAM170A	hsa-mir-2114	0.0404346
PTCD1	hsa-mir-10a	0.0404341
MAD2L1	hsa-mir-96	0.0404325
ODAD3	hsa-mir-582	0.0404316
ACTL6B	hsa-mir-30b	0.040431
USP43	hsa-mir-324	0.0404306
SYVN1	hsa-mir-194-2	0.0404304
BAZ1B	hsa-mir-106b	0.0404299
NPIPA9	hsa-mir-3074	0.0404294
ACBD5	hsa-mir-6761	0.040428
SLC39A2	hsa-mir-133a-2	0.0404275
CRTC2	hsa-mir-26a-1	0.0404265
EHD4	hsa-mir-3150b	0.0404261
CRTC1	hsa-mir-3936	0.0404223
VPS26C	hsa-let-7a-1	0.0404213
B9D1	hsa-mir-193a	0.0404201
PRKAR1B	hsa-mir-10a	0.0404182
ZG16B	hsa-mir-1306	0.0404157
POLR2J	hsa-mir-93	0.0404156
PREX1	hsa-mir-708	0.0404149
SRPRA	hsa-mir-6716	0.0404145
PRTG	hsa-mir-92b	0.0404116
FKBP15	hsa-mir-32	0.04041
SLC35D3	hsa-mir-4723	0.0404093
SLC25A3	hsa-mir-6761	0.0404086
OR13A1	hsa-mir-30a	0.0404072
ANP32B	hsa-mir-5699	0.0404071
C1QTNF2	hsa-mir-4772	0.0404062
C12orf57	hsa-mir-16-2	0.0404061
HTR6	hsa-mir-492	0.0404042
MSX2	hsa-mir-641	0.0404039
C17orf113	hsa-mir-423	0.0404031
MARF1	hsa-mir-191	0.0404031
APTX	hsa-mir-3936	0.0404031
MGRN1	hsa-mir-3677	0.0404028
MAP6	hsa-mir-3617	0.0404025
TNPO3	hsa-mir-182	0.0404018
DMWD	hsa-mir-629	0.0404
PPARG	hsa-mir-23c	0.0403978
MAT2A	hsa-mir-196b	0.0403973
SIM1	hsa-mir-6844	0.0403973
SLC22A4	hsa-mir-6875	0.0403962
EDEM1	hsa-mir-150	0.0403954
SLC12A9	hsa-mir-335	0.0403949
CCR1	hsa-mir-7-1	0.0403938
SCAMP1	hsa-mir-6726	0.0403934
PTPRJ	hsa-mir-191	0.0403914
CYB5D2	hsa-mir-4782	0.0403913
ELF2	hsa-mir-576	0.0403912
PRG4	hsa-mir-6758	0.0403911
SMOC1	hsa-mir-885	0.04039
GIMAP6	hsa-mir-126	0.0403895
ZRANB3	hsa-mir-365b	0.0403889
TXNL4B	hsa-mir-3074	0.040388
PPFIA3	hsa-mir-4482	0.0403879
TOP2B	hsa-mir-30a	0.0403844
NRCAM	hsa-mir-125b-1	0.0403841
CCT5	hsa-mir-3152	0.0403822
MRTFB	hsa-mir-6511b-1	0.0403817
RTL9	hsa-mir-3667	0.0403814
BAZ1B	hsa-mir-590	0.0403809
HLA-B	hsa-mir-6824	0.0403784
MCPH1	hsa-mir-4793	0.0403757
NMRAL1	hsa-mir-15a	0.0403739
GRTP1	hsa-mir-19b-1	0.0403737
TEKT1	hsa-mir-5004	0.040372
SLC35A4	hsa-mir-501	0.0403719
PPAT	hsa-mir-376c	0.0403716
E2F2	hsa-mir-4666a	0.0403714
MTREX	hsa-mir-96	0.0403712
GLIS3	hsa-mir-6868	0.0403706
CD80	hsa-mir-331	0.0403698
C1orf21	hsa-mir-4419b	0.0403684
OVCH2	hsa-mir-576	0.0403676
HOXB4	hsa-mir-5004	0.0403672
RB1	hsa-mir-16-1	0.0403666
DRG2	hsa-mir-581	0.0403666
FEZ1	hsa-mir-4660	0.040365
MUC12	hsa-mir-6758	0.040364
PPIE	hsa-mir-3917	0.0403585
DDR1	hsa-mir-200a	0.0403563
RTP4	hsa-mir-4658	0.0403537
GET4	hsa-mir-5187	0.0403536
SENP3	hsa-mir-22	0.0403534
H2AW	hsa-mir-4666a	0.0403532
NADK	hsa-mir-509-1	0.0403527
SRL	hsa-mir-4651	0.0403516
